text,label,attack_type
"نحن شركة توظيف متعاقدة مع ارامكو السعودية، مبروك تم قبولك بوظيفة مهندس. نرجو تحويل رسوم استخراج الفيزا",1,job
"شركة دي اتش ال العالميه: لا يمكننا تسليم الطرد رقم 9982 بسبب خطأ بالعنوان. قم بتحديثه وادفع رسوم التعديل",1,delivery
"أنا بيل غيتس، أقدم لك فرصة الانضمام لجمعيتي الخيرية كمندوب براتب 5000 دولار شهريا. ارسل بياناتك البنكية لنتواصل",1,job
"رسالة من رئيس قطاع الامن السبراني في البنك العربي: اكتشفنا محاولة اختراق لحسابك، زودنا بكود الـ OTP لحمايتك",1,otp
"تحذير من وزارة الداخلية: عليك غرامة مالية قدرها 1000 ريال لعدم التزامك بالأنظمة، يرجى السداد فورا عبر الرابط",1,account_suspension
"مدير فرع بنك الانماء يطلب منك الدخول للرابط التالي لتحديث بيانات الهوية الوطنية قبل ان يتم تجميد حسابك البنكي",1,bank
"نحن شركة تسلا للسيارات، استثمر مبلغ 200 دولار معنا اليوم واحصل على ارباح اسبوعية بقيمة 800 دولار بدون مجهود",1,investment
"رئيس شركة كريم يهديك رصيد مجاني بقيمة 100 دولار للرحلات. ادخل رقم بطاقتك لدفع ضريبة التفعيل فقط",1,payment
"شركة ايكيا تعلن عن وظائف عن بعد في مجال خدمة العملاء براتب خيالي! ادفع 30 دولار رسوم تقديم مبدئية",1,job
"أنا مارك زوكربيرج، تم حظر حساب انستغرام الخاص بك بسبب شكاوى حقوق نشر. قدم التماس عبر الرابط لتجنب الاغلاق",1,account_suspension
"رسالة من مدير بنك الراجحي: لا تشارك هذا الكود 4920 مع احد. للالغاء عملية التحويل المشبوهة ادخل على الرابط",1,otp
"دعم نتفلكس الرسمي: تم ايقاف اشتراكك بسبب خطأ في الدفع. يرجى ادخال بيانات الفيزا الجديدة لاستئناف المشاهدة فورا",1,payment
"السلام عليكم دكتور، أنا الطالبة ريم من جامعة آل البيت، ممكن تعطيني موعد أراجعك فيه بخصوص مشروع التخرج؟",0,normal
"يعطيك العافية مدير، تم إرسال التقرير الشهري لمبيعات فرع عمان على الإيميل، بانتظار ملاحظاتك واعتمادك النهائي.",0,normal
"كيفك يا خالتي؟ ان شاء الله بخير، أمي بتسلم عليك وبتقولك لا تنسي عزومة الغدا يوم الجمعة.",0,normal
"تم تأكيد حجزك في فندق ماريوت العقبة من تاريخ 15 لـ 18 الشهر. شكرا لاختياركم فندقنا ونتمنى لكم إقامة سعيدة.",0,normal
"يا زلمة وينك؟ الشباب كلهم بالكافيه بيستنوا فيك، خلص الشغل وتعال بسرعة لا تتأخر.",0,normal
"عزيزي المشترك، نود إعلامك بأنه تم إضافة 5 جيجا انترنت مجاني لرصيدك، شركة أمنية تتمنى لكم يوما سعيدا.",0,normal
"ألو أحمد، أنا عند شركة الكهرباء وبدي أدفع الفاتورة، بس نسيت رقم الاشتراك، تقدر تبعتلي ياه برسالة؟",0,normal
"إشعار من البنك الإسلامي الأردني: تم إيداع راتب شهر مايو في حسابك. الرصيد المتاح هو 750 دينار.",0,normal
"مرحبا هند، لا تنسي اجتماع التسويق بكرة الساعة 10 الصبح، ياريت تجهزي البرزنتيشن الخاص بالحملة الجديدة.",0,normal
"كيفك يا صاحبي؟ مبارك النجاح ومنها للأعلى يا رب، دير بالك على حالك وبنشوفك قريب ان شاء الله.",0,normal
"عزيزي المراجع، نذكرك بموعدك في عيادة الدكتور محمد الجلدية غداً الساعة 5 مساءً. للاعتذار أرسل 2.",0,normal
"تم شحن طلبك من شي إن برقم تتبع 837462. سيقوم مندوب شركة التوصيل بالتواصل معك خلال 3 أيام عمل.",0,normal
"صباح الخير يا أمي، أنا وصلت الجامعة الحمدلله والمحاضرة رح تبدأ بعد شوي، بحكي معك بس أخلص.",0,normal
"أستاذ طارق، الرجاء التوجه إلى قسم الموارد البشرية لاستكمال إجراءات تجديد العقد السنوي الخاص بك.",0,normal
"وينكم يا بنات؟ أنا وصلت المول وقاعدة أستناكم عند بوابة رقم 3، لا تتأخروا عشان نلحق السينما.",0,normal
"تم خصم مبلغ 25 ريال من حسابك في تطبيق جاهز لطلب وجبة غداء. صحتين وعافية.",0,normal
"أخوي ضروري تمر على المخبز وأنت راجع عالبيت وتجيب معك خبز وحليب، الأغراض خلصت من عندنا.",0,normal
"عزيزي العميل، تم تفعيل خدمة التجوال الدولي على خطك بنجاح. نتمنى لك رحلة آمنة وممتعة.",0,normal
"يعطيك العافية مهندس، في مشكلة بسيطة في كود الـ Backend اللي رفعته امبارح، ياريت تشيك عليه لما تفضى.",0,normal
"كل عام وأنتم بخير بمناسبة حلول عيد الأضحى المبارك، أعاده الله علينا وعليكم باليمن والبركات.",0,normal
"تذكير: موعد رحلتك على الخطوط الملكية الأردنية غداً الساعة 9 صباحاً. يرجى التواجد في المطار قبل 3 ساعات.",0,normal
"السلام عليكم، هل متوفر عندكم مقاس 42 من الحذاء الرياضي الأسود اللي نزلتوه بالستوري امبارح؟",0,normal
"أستاذي العزيز، تم إرفاق الواجب الثالث لمادة قواعد البيانات على منصة التعليم الإلكتروني. أرجو التأكيد عند الاستلام.",0,normal
"كيفك خالي؟ الوالد بيسلم عليك وبيقولك متى رح تيجي تزورنا في المفرق؟ مشتاقين لك والله.",0,normal
"فاتورة خطك لشهر 8 صدرت بقيمة 18.5 دينار. يمكنك الدفع عن طريق تطبيق إي فواتيركم لتوفير الوقت.",0,normal
"يا إخوان حد يبعتلي رقم المطعم اللي طلبنا منه شاورما المرة الماضية، الشباب بدهم يطلبوا عشا اليوم.",0,normal
"تم تحديث كلمة المرور الخاصة بحسابك في منصة أبشر بنجاح. إذا لم تقم بهذا الإجراء يرجى الاتصال بنا فوراً.",0,normal
"يسعد مساكم، بكرة الدوام رح يكون شتوي يعني بنبدأ الساعة 8:30 بدل 8، لا حدا يتأخر.",0,normal
"تم إضافة باقة قنوات رياضية لاشتراكك في OSN. نتمنى لك مشاهدة ممتعة لمباريات دوري الأبطال.",0,normal
"ألو سارة، أنا بالطريق للبيت، في زحمة سير خفيفة، ربع ساعة وبكون عندك جهزي القهوة.",0,normal
text,label,attack_type
"تم تسجيل الدخول لحسابك البنكي من جهاز (iPhone 13) في مدينة جدة. إذا لم تكن أنت، قم بإيقاف الحساب فورا: http://st0p-login-sa.com",1,bank
"البريد السعودي: لديك شحنة عالقة في الجمارك بسبب نقص رسوم التخليص (12.50 ريال). ادفع الان لتجنب ارجاع الشحنة للمصدر bit.ly/spl-customs",1,delivery
"عزيزي المشترك، تعذر خصم مبلغ اشتراك باقة فايبر المنزلية. لتجنب انقطاع الانترنت الليلة، يرجى تحديث بطاقتك الائتمانية عبر بوابتنا http://telecom-billing-pay.com",1,payment
"إدارة واتساب: جاري نقل حسابك إلى هاتف جديد. لإلغاء هذه العملية ومنع اختراق حسابك، اضغط على الرابط التالي فورا",1,account_suspension
"رمز تفعيل أبشر الخاص بك هو 9402. لا تشاركه مع أحد. إذا لم تطلب الرمز، فهناك محاولة لاختراق هويتك، أبلغ فورا: http://nafath-report.net",1,otp
"تنبيه من منصة تداول: تم تعليق محفظتك الاستثمارية مؤقتا لعدم تحديث بيانات "اعرف عميلك". حدث بيناتك الان لتتمكن من سحب ارباحك",1,investment
"هيئة الزكاة والضريبة: عليك فاتورة مستحقة غير مسددة بقيمة 850 ريال. سيتم إيقاف خدماتك الحكومية خلال 24 ساعة في حال عدم السداد http://zatca-pay-gov.com",1,payment
"مطلوب موظفات خدمة عملاء للعمل من المنزل (شات فقط). الراتب 4500 ريال. المقاعد محدودة جدا، اضغطي على الرابط لتسجيل بياناتك و دفع رسوم الملف",1,job
"دعم ابل: تم قفل Apple ID الخاص بك لأسباب أمنية بعد محاولات فاشلة. افتح الرابط وأدخل بياناتك لاسترداد الحساب قبل الحذف النهائي",1,technical_support
"مندوب شي إن: انا عند اللوكيشن بس الرقم غلط ومو قادر اوصلك، الرجاء الدخول للرابط وتأكيد موقعك الجديد و دفع 5 ريال رسوم اعادة توجيه",1,delivery
"مصرف الراجحى: لاحظنا عملية سحب مشبوهة بقيمة 2000 ريال من بطاقتك. لالغاء العملية واسترداد المبلغ يرجى التحقق من هويتك حالا http://alrajhi-cancel-trx.com",1,bank
"مبروك! بمناسبة مرور 20 عام على تأسيس كارفور، ربحت قسيمة مشتريات مجانية بقيمة 1000 ريال. اجب على 3 اسئلة فقط لاستلامها",1,prize
"تحذير من سناب شات: تلقينا عدة بلاغات ضد حسابك وسيتم حذفه خلال 12 ساعة. لتقديم التماس وإثبات ملكيتك للحساب ادخل هنا",1,account_suspension
"نقدم لك روبوت الذكاء الاصطناعي لتداول العملات الرقمية. يحقق لك ربح يومي 50 دولار بدون اي خبرة سابقة. جربه الان مجانا",1,investment
"لا تشارك رمز الدخول لمرة واحدة (OTP) وهو 48293. لتأمين حسابك في انستجرام من محاولات الاختراق المتكررة، استخدم اداة الحماية الخاصة بنا",1,otp
"يعطيك العافية، بخصوص اجتماع بكرة خلينا نأجله للساعة 11 لأن عندي مراجعة سريعة بالوزارة الصبح وما بتوقع أخلص بدري.",0,normal
"رمز التحقق لمنصة نفاذ هو: 7482. صالح لمدة 3 دقائق. الرجاء عدم مشاركة الرمز مع أي شخص لضمان سرية بياناتك.",0,normal
"ماما أنا خلصت امتحاني وبستنى الباص، نص ساعة وبكون بالبيت. بدك أجيب معي إشي من المخبز أو السوبر ماركت؟",0,normal
"عزيزي العميل، تم استلام دفعتك بقيمة 250 ريال بنجاح. رصيدك الحالي هو 0 ريال. شكرا لاستخدامك خدمات شركة الكهرباء.",0,normal
"يا شباب متى طالعين اليوم؟ الكافيه اللي متعودين عليه مسكر اليوم للصيانة، خلينا نشوف مكان ثاني قريب على الدوار.",0,normal
"تم شحن طلبك من متجر نون برقم تتبع 8472910. يمكنك تتبع حالة الشحنة مباشرة من خلال تطبيق نون في قسم طلباتي.",0,normal
"السلام عليكم دكتور، هل ممكن أراجعك بالساعات المكتبية اليوم بخصوص المشروع؟ واجهتني مشكلة في الكود ومحتاج مساعدتك.",0,normal
"تم إيداع مبلغ 3500 ريال في حسابك الجاري عبر حوالة سريعة. لمعرفة تفاصيل الحوالة يمكنك الدخول لتطبيق البنك.",0,normal
"هلا وغلا، كيف حال الوالد اليوم؟ طمنا عنه إن شاء الله أحسن. سلم عليه وقوله بنزوره قريب إن شاء الله.",0,normal
"تذكير: موعد صيانة سيارتك في وكالة تويوتا غدا الساعة 9 صباحا. يرجى إحضار كتيب الضمان والالتزام بالموعد المحدد.",0,normal
"صباح الخير أستاذ أحمد، أرسلت لك عرض السعر النهائي على الإيميل. يرجى الاطلاع عليه وإفادتنا بموافقتكم للبدء في التنفيذ.",0,normal
"عزيزي المراجع، نود تذكيرك بموعد عيادة الأسنان غدا الساعة 4:30 عصرا. في حال الرغبة بإلغاء الموعد يرجى الرد برقم 1.",0,normal
"كيفك يا صاحبي؟ مبارك الترقية الجديدة بتستاهل كل خير والله، منها للأعلى يا رب وعقبال ما نشوفك بأعلى المناصب.",0,normal
"تم إضافة المستفيد (خالد محمد) إلى قائمة المستفيدين النشطين في حسابك. يمكنك الآن إجراء التحويلات المالية له بأمان.",0,normal
"يا جماعة الخير، حد بيعرف سباك شاطر وسعره معقول قريب من حي النزهة؟ عندي مشكلة في مواسير المطبخ وضروري تتصلح اليوم.",0,normal
"إنذار نهائي من وزارة التجارة: سجلك التجاري منتهي الصلاحية وسيتم إيقاف المؤسسة وغرامة 5000 ريال. جدد فورا عبر المنصة الوهمية http://mc-gov-renew.net",1,account_suspension
"تم تقييد وصولك لخدمات بنك الرياض بسبب عدم تحديث البصمة. قم بتفعيل البصمة عن بعد عبر الرابط التالي لتجنب تجميد الرصيد",1,bank
"شركة الشحن سمسا: لقد حاولنا تسليم طردك مرتين دون جدوى. هذه محاولتنا الاخيرة، يرجى تأكيد العنوان ودفع رسوم التخزين 10 ريال",1,delivery
"تهانينا! لقد تم سحب رقم هاتفك عشوائيا لربح هاتف ايفون 15 برو. ادخل بيانات الشحن الخاصه بك لاستلام الجائزة اليوم",1,prize
"فرصة لا تعوض: استثمر في اسهم ارامكو بخصم 30% لفترة محدودة. سجل بياناتك وسيقوم مدير حسابك الشخصي بالتواصل معك للبدء",1,investment
"شركة كبرى تبحث عن مدخلي بيانات للعمل المرن براتب 20 دولار للساعة. لا يوجد مقابلات. ادفع رسوم المنصة 5 دولار وابدأ العمل",1,job
"رمز تفعيل Apple Pay هو 1938. اذا لم تقم باضافة بطاقتك لجهاز اخر، سارع بحذف البطاقة من هنا لمنع سرقة اموالك",1,otp
"نظام الحماية: تم رصد برمجيات خبيثة تقوم بتسجيل شاشة هاتفك وسرقة كلمات المرور. قم بتنزيل تطبيق مكافحة التجسس فورا من هنا",1,technical_support
"بوابة المخالفات المرورية: لديك مخالفة تجاوز سرعة بقيمة 300 ريال. للاعتراض او عرض صورة المخالفة يرجى تسجيل الدخول عبر الرابط المرفق",1,payment
"إدارة تويتر: حسابك سيتم إيقافه بسبب انتهاك سياسة النشر. إذا كنت تعتقد أن هذا خطأ، قدم طلب مراجعة عاجل هنا",1,account_suspension
"عزيزي المشترك، لقد استهلكت 100% من باقة البيانات الخاصة بك. سيتم احتساب الاستخدام الإضافي حسب التعرفة العادية. لتجديد الباقة أرسل تجديد",0,normal
"ألو حبيبي، أنا في السوبر ماركت أشتري أغراض للبيت، في شيء ناقص غير الحليب والخبز عشان أجيبه معي؟",0,normal
"تم تسجيل دخول ناجح إلى حسابك في منصة اعتماد. إذا لم تكن أنت من قام بتسجيل الدخول، يرجى تغيير كلمة المرور فورا.",0,normal
"صباح النور، المعذرة على التأخير، في حادث على الدائري والطريق واقف تماما. بوصل المكتب بأقرب وقت إن شاء الله.",0,normal
"تنويه للطلاب: تم رفع درجات الاختبار النصفي لمادة مقدمة في البرمجة على نظام البلاك بورد. بالتوفيق للجميع.",0,normal
"يعطيك العافية أبو علي، الفني اللي صلح التكييف نسي عدته عندنا، ياريت تكلمه يجي ياخذها لأن مسافرين بكرة.",0,normal
"مرحبا بك في تطبيق كريم. للبدء باستخدام التطبيق وحجز رحلتك الأولى، يرجى إدخال كود التفعيل 8294 في الشاشة الرئيسية.",0,normal
"مرفق طيه كشف حسابك البنكي لشهر نوفمبر. للاستفسار أو الاعتراض على أي عملية، يرجى التواصل مع خدمة العملاء خلال 15 يوما.",0,normal
"بنات متى بتجون؟ أنا جهزت القهوة والحلا وبستناكم، لا تتأخروا عشان نلحق نسولف قبل ما يرجعوا الأولاد من المدارس.",0,normal
"تم الموافقة على طلب الإجازة السنوية الخاص بك من تاريخ 15 أكتوبر إلى 25 أكتوبر. نتمنى لك إجازة سعيدة.",0,normal
text,label,attack_type
"عزيزي العميل، تم إيقاف بطاقة الصراف الآلي الخاصة بك لدواعي أمنية. يرجى تحديث بيناتك فوراً عبر الرابط التالي لاستعادة الخدمة: http://bank-update-info.com",1,bank
"شحنة ارامكس الخاصة بك معلقة بسبب رسوم جمركية غير مدفوعة بقيمة 15 ريال. ادفع الان لتأكيد التوصيل غدا bit.ly/aramex-pay",1,delivery
"مبروك! لقد تم اختيارك كفائز بالجائزة الكبرى بقيمة 100,000 دولار من مسابقة الحلم. تواصل معنا عبر الواتساب لاستلام جائزتك فورا",1,prize
"عاجل: سيتم حظر حسابك على فيسبوك خلال 24 ساعه بسبب انتهاك الشروط. قم بتأكيد هويتك الان لمنع الحظر http://fb-verify-account.com",1,account_suspension
"فرصة استثمارية ذهبية! استثمر 500 دولار فقط في منصتنا واحصل على ارباح يومية مضمونة تصل الى 2000 دولار. سجل الان",1,investment
"مطلوب موظفين للعمل عن بعد من المنزل بدخل يومي يصل الى 50 دولار. لا يشترط الخبرة. للتسجيل اضغط على الرابط التالي",1,job
"كود التحقق الخاص بك هو 4920. اذا لم تقم بطلب الكود، يرجى النقر على الرابط التالي فورا لالغاء العملية وحماية حسابك",1,otp
"تحذير أمني من مايكروسوفت: تم اكتشاف فيروس خطير في جهازك. يرجى الاتصال بالدعم الفني فورا على الرقم 0018005550199 لازالة التهديد",1,technical_support
"فاتورة الكهرباء الخاصة بك مستحقة الدفع بقيمة 340 ريال. لتجنب انقطاع الخدمة اليوم يرجى السداد عبر بوابتنا السريعة http://pay-elec-bill.com",1,payment
"السلام عليكم شباب، لا تنسوا موعد اجتماع القسم بكرة الساعة 9 الصبح في قاعة الاجتماعات الرئيسية. الرجاء تحضير التقارير الاسبوعية.",0,normal
"كيفك يا أمي؟ إن شاء الله بخير. أنا خلصت دوام وبمر السوبر ماركت أجيب الأغراض اللي طلبتيها، بدك شيء ثاني؟",0,normal
"مرحبا دكتور، بخصوص مشروع التخرج هل نقدر نسلمه يوم الخميس بدل الثلاثاء؟ لأن واجهتنا مشكلة في تجميع الداتا سيت وبنحتاج وقت إضافي.",0,normal
"هلا والله أبو حميد، وينك اليوم ما شفناك بالقهوة؟ عسى المانع خير إن شاء الله، طمنا عنك يا غالي.",0,normal
"تذكير بموعد عيادة الأسنان غداً الساعة 4:30 عصراً. يرجى الحضور قبل الموعد بـ 15 دقيقة. لإلغاء الموعد يرجى الرد برقم 1.",0,normal
"تم إيداع راتب شهر أكتوبر في حسابك الجاري. الرصيد الحالي هو 4500 دينار. شكراً لاستخدامك خدمات البنك العربي.",0,normal
"بنك الراجحي: عزيزي العميل نرجو تحديث بيانات هويتك الوطنية قبل تاريخ 20-10-2023 لتجنب تجميد حسابك البنكي. حدث الان من هنا",1,bank
"البريد السعودي سبل: طردك رقم 948573 ينتظر التسليم. يرجى سداد رسوم التوصيل 12.5 ريال عبر الرابط التالي لتحديد موعد الاستلام",1,delivery
"لقد ربحت ايفون 15 برو ماكس جديد من شركة زين! اضغط على الرابط التالي وقم بتعبئة بياناتك لتوصيل الجوال اليك",1,prize
"تنبيه أمني: تم تسجيل محاولة دخول غير مصرح بها لحسابك في أبشر. اذا لم تكن انت، قم بتغيير كلمة المرور فورا",1,account_suspension
"اربح المال من هاتفك فقط! تداول في الاسهم العالمية والعملات الرقمية وحقق ثروة خلال شهور. ابدأ بـ 250 دولار فقط عبر الرابط",1,investment
"شركة امازون تبحث عن وكلاء خدمة عملاء للعمل من المنزل براتب 4000 ريال شهريا. قدم طلبك الان عبر هذا الرابط السري",1,job
"لا تشارك هذا الرمز مع احد. رمز تفعيل واتساب الخاص بك هو 184-932. لتأمين حسابك من الاختراق اضغط هنا http://wa-secure.com",1,otp
"جهاز الايفون الخاص بك مصاب ببرامج ضارة وتقوم بتسريب صورك. قم بتحميل تطبيق الحماية فورا من هذا الرابط لتنظيف الجهاز",1,technical_support
"اشتراك نتفليكس الخاص بك انتهى اليوم. يرجى تحديث بيانات الدفع الخاصة بك لتجنب تعليق الحساب عبر الرابط التالي http://netflix-update-pay.com",1,payment
"يا جماعة حد شاف مفاتيحي؟ دورت عليها في كل المكتب وما لقيتها، اللي شافها ياريت يكلمني ضروري على رقمي 0554321987",0,normal
"عزيزي المشترك، لقد استهلكت 80% من باقة الإنترنت الخاصة بك. لتجديد الباقة أو الاستعلام عن الرصيد أرسل رسالة فارغة إلى 900",0,normal
"ازيك يا محمود عامل ايه؟ الشغل ماشي معاك تمام؟ متنساش نتقابل يوم الخميس بعد العصر في الكافيه اللي متعودين عليه",0,normal
"أهلاً بك في خدمة أوبر. كود التحقق الخاص بك هو 8593. يرجى إدخال هذا الكود في التطبيق لإكمال عملية تسجيل الدخول.",0,normal
"صباح الخير أستاذة نورة، أرسلت لك الملفات الخاصة بمشروع التسويق على الإيميل. يرجى مراجعتها وإعطائي ملاحظاتك قبل نهاية اليوم.",0,normal
"إعلان هام للطلاب: سيتم عقد الاختبار النصفي لمادة البرمجة يوم الأحد الموافق 15 نوفمبر في المدرج رقم 3 الساعة العاشرة صباحاً.",0,normal
"البنك الاهلي: تم حظر بطاقتك الائتمانية بسبب عمليات شراء مشبوهة في دوله اخرى. للالغاء الحظر والتحقق يرجى الدخول للرابط http://alahli-secure.net",1,bank
"مندوب التوصيل في الطريق اليك ولكن العنوان غير مكتمل. يرجى تحديث موقعك ودفع رسوم الخدمة 2 دولار عبر الرابط التالي",1,delivery
"عميلنا العزيز، رقم هاتفك ربح معنا شيك بقيمة 50 الف ريال من مسابقة الحلم. ارسل كلمة حلم للرقم المرفق لاستلام الجائزة",1,prize
"عاجل جدا: سيتم اغلاق حسابك البنكي خلال ساعتين لعدم تحديث البيانات الوطنيه. اضغط هنا لتحديث البينات وتجنب الغرامه http://update-info-now.com",1,account_suspension
"هل تريد مضاعفة دخلك الشهري؟ انضم الى مجموعة التداول الخاصة بنا على تيليجرام واحصل على توصيات مجانية يوميا بنسبة نجاح 90%",1,investment
"نوفر وظائف بدوام جزئي للطلاب وربات البيوت. العمل عبارة عن تقييم منتجات على الانترنت براتب اسبوعي 1000 ريال. تواصل معنا",1,job
"رمز التحقق المؤقت الخاص بحسابك البنكي هو 9021. الرجاء عدم مشاركته. لالغاء اي عملية تحويل غير مصرح بها اضغط الرابط http://cancel-transfer.com",1,otp
"دعم ابل الفني: تم اكتشاف محاولة اختراق لحساب iCloud الخاص بك. يرجى تسجيل الدخول فورا عبر الرابط لتغيير كلمة المرور",1,technical_support
"عزيزي العميل، لم نتمكن من معالجة دفعتك الاخيرة لخدمة الانترنت. يرجى تحديث بطاقتك البنكية عبر الرابط لتجنب فصل الخدمة غدا",1,payment
"تم سحب مبلغ 150 ريال من حسابك في صراف آلي يوم 12-05-2023. الرصيد المتبقي هو 1250 ريال. للاستفسار اتصل على 800123456",0,normal
"يعطيك العافية مهندس، متى بتكون متواجد بالموقع اليوم؟ عندي استفسار بخصوص المخططات الجديدة وبحتاج أراجعها معك قبل ما نبدأ تنفيذ.",0,normal
"شلونك يا خوي؟ عساك مرتاح. ترى العزيمة يوم الجمعة ببيت أبو محمد بعد صلاة العشاء، لا تتأخر ناطرينك هناك.",0,normal
"عزيزي المراجع، تم تأكيد حجزك في مستشفى المواساة يوم الإثنين القادم. الرجاء إحضار الهوية الوطنية وبطاقة التأمين الطبي عند الحضور.",0,normal
"مرفق طيه الفاتورة الضريبية رقم 4958 لشهر مارس. يرجى تحويل المبلغ المستحق إلى حساب الشركة المعتمد قبل تاريخ 10 أبريل.",0,normal
"بنات مين بتنزل معي السوق بكرة العصر؟ في تخفيضات حلوة بمناسبة نهاية السنة ولازم نستغلها قبل ما تخلص المقاسات.",0,normal
"مصرف الراجحى: تم ايقاف خدماتك البنكيه. لتفادي تجميد الحساب يرجى التكرم بتحديث البيانات من خلال البوابه الالكترونيه http://alrajhi-update-online.com",1,bank
"تنبيه من شركة دي إتش إل: لم نتمكن من تسليم طردك اليوم لعدم وجود أحد بالمنزل. حدد موعد جديد وادفع الرسوم bit.ly/dhl-reschedule",1,delivery
"تهانينا! رقمك العشوائي فاز بسيارة مرسيدس موديل السنة من شركة الاتصالات. اتصل على الرقم الدولي المرفق للمطالبة بالجائزة فورا",1,prize
"حساب سناب شات الخاص بك معرض للاغلاق الدائم بسبب بلاغات متعددة. لتقديم التماس واثبات هويتك يرجى زيارة الرابط التالي الان",1,account_suspension
"استثمر في الذهب الان وحقق ارباح خيالية. منصتنا توفر لك ادوات تداول ذكية ومضمونة 100%. سجل حسابك وابدأ التداول بـ 100$ فقط",1,investment
"وظيفة أحلامك بانتظارك! مطلوب مدخل بيانات للعمل ساعتين يوميا براتب 5000 درهم. التسجيل مجاني لفترة محدودة عبر الموقع التالي http://fake-jobs-ae.com",1,job
"رمز الدخول السري لمرة واحدة هو 384729. اذا وصلك هذا الرمز بالخطأ، قم بالابلاغ فورا لحماية حسابك عبر الرابط المرفق",1,otp
"تحذير: مساحة التخزين في جهازك ممتلئة وقد تفقد جميع ملفاتك وصورك. قم بتنزيل تطبيق التنظيف السريع الان لحل المشكلة فورا",1,technical_support
"تم تعليق اشتراكك في خدمة شاهد VIP بسبب مشكلة في بطاقة الائتمان. يرجى تحديث وسيلة الدفع للاستمرار في مشاهدة برامجك المفضلة",1,payment
"السلام عليكم، أستاذ أحمد هل يمكنك إرسال التقرير المالي للربع الثالث؟ الإدارة تطلبه اليوم للمراجعة قبل اجتماع مجلس الإدارة غداً.",0,normal
"يا هلا وغلا، الحمد لله على السلامة وتوصلون بالسلامة إن شاء الله. طمنوني أول ما توصلون المطار عشان أستقبلكم.",0,normal
"تم إضافة باقة إنترنت تجوال لدول الخليج سعتها 5 جيجابايت صالحة لمدة 7 أيام. نتمنى لك رحلة سعيدة مع اتصالات.",0,normal
"مساء الخير للجميع، حبيت أذكركم إن تمرين فريق كرة القدم الأسبوعي بيكون يوم الثلاثاء الساعة 8 مساءً في النادي الرياضي.",0,normal
"الرجاء من جميع الموظفين إكمال الاستبيان الخاص بتقييم بيئة العمل قبل نهاية الأسبوع الحالي. رابط الاستبيان موجود في البريد الداخلي للشركة.",0,normal
