text,label,attack_type
الرجاء حضور اجتماع المشروع في البوابة الشمالية الساعة 1:45 م ومراجعة المحضر السابق.,0,normal
عميلنا العزيز، تم تجديد اشتراكك بنجاح حتى تاريخ 10/12/2027.,0,normal
عميلنا العزيز، تم تجديد اشتراكك بنجاح حتى تاريخ 24/05/2026.,0,normal
يا جماعة، مين فاضي بعد 6:15 م نكمل تجربة المختبر؟,0,normal
إشعار حكومي: تم تعليق خدمتك في خدمات الجوازات، حدّث هويتك الوطنية فوراً عبر http://claim-fast.info/claim,1,account_suspension
نحتاج كود OTP المرسل الآن لإيقاف عملية مشبوهة، شاركه خلال 15 دقائق عبر http://delivery-check.online/secure,1,otp
تم استرداد مبلغ 19 د.أ إلى بطاقتك خلال القناة الرسمية.,0,normal
شركة المتجر الرسمي: تم إغلاق البلاغ رقم 74880 بعد معالجة المشكلة بنجاح.,0,normal
عميل البنك العربي، يوجد خصم مرفوض بقيمة 450 SAR، لحماية الحساب راجع معلوماتك فوراً من http://verify-now.site/review,1,bank
تم إنشاء تذكرة دعم رقم 27044 من قسم الموارد البشرية وسيتم الرد خلال يوم عمل.,0,normal
هناك مشكلة في النسخ الاحتياطي لهاتفك، أصلحها الآن بتسجيل الدخول إلى http://delivery-check.online/form,1,technical_support
تأكيد الهوية مطلوب الآن، استخدم الرمز 437405 وأدخل الرقم الوطني في http://support-fix.cc/login,1,otp
تم تعليق الاستفادة من البلدية بسبب بيانات ناقصة، صحّحها حالاً من http://claim-fast.info/ticket,1,account_suspension
تهانينا لقد ربحت باقة سفر مجانية، ادفع رسوم معالجة بسيطة الآن عبر http://pay-confirm.info/confirm,1,prize
تم تجديد وثيقة التأمين حتى 27/05/2027 ويمكن تنزيل النسخة الإلكترونية.,0,normal
يمكنك تنزيل الإيصال الرسمي من التطبيق بعد دفع مبلغ 25 د.أ بنجاح.,0,normal
غداً عندنا زيارة ميدانية من الجامعة الأردنية إلى الصالة الرياضية والتجمع الساعة 11:00 م.,0,normal
مرحبا، عندي ملاحظتين على التقرير، نتناقش فيهم بعد 5:15 ص.,0,normal
وينك؟ الشباب مجتمعين في المكتبة ومستنينك من نص ساعة.,0,normal
دعوة مقابلة: وظيفة عن بعد تبدأ الأسبوع القادم، يرجى تأكيد الحساب البنكي من http://secure-login.info/form,1,job
بوابة إنستغرام: لاستمرار الخدمة ادفع الرسوم وأدخل رقم الهوية قبل 4:30 ص عبر http://id-update.com/claim,1,account_suspension
تنبيه من حسابك الرقمي: سيتم إيقاف الوصول للخدمات خلال 4 ساعات ما لم تؤكد البيانات عبر http://claim-fast.site/form,1,account_suspension
تنبيه أمني: سيتم إيقاف حسابك خلال 6 ساعات لعدم تحديث كلمة المرور، ادخل فوراً إلى http://verify-now.net/form,1,account_suspension
عميلنا العزيز، ادخل رمز التفعيل 945923 قبل انتهاء الجلسة وتأكيد الحساب من http://secure-login.site/form,1,otp
تم قبول طلب الإجازة من 25/03/2026 حتى 11/11/2027 حسب موافقة المدير.,0,normal
بسبب تحديث النظام لدى بنك الاستثمار نحتاج تأكيد كلمة المرور والهوية قبل الساعة 5:15 ص عبر http://otp-gate.info/login,1,bank
سارة، لا تنسَ إرسال ملف العرض قبل الساعة 7:15 م حتى نراجعه معاً.,0,normal
عميل DHL، موعد الصيانة القادمة لجهازك بتاريخ 21/10/2026.,0,normal
الرجاء حضور اجتماع المشروع في الصالة الرياضية الساعة 7:15 م ومراجعة المحضر السابق.,0,normal
الدفع فشل بسبب خطأ أمني، أعد إدخال المعلومات خلال 30 دقائق على http://verify-now.net/form,1,payment
سيتم صرف المستحقات يوم 26/05/2026 إلى الحساب المعتمد في النظام.,0,normal
تم قبول طلب الإجازة من 23/07/2026 حتى 08/05/2026 حسب موافقة المدير.,0,normal
مرحبا، عندي ملاحظتين على التقرير، نتناقش فيهم بعد 3:15 م.,0,normal
الوظيفة متاحة اليوم فقط، أماكن محدودة جداً، سجّل الآن لدى شركة المدن الرقمية عبر http://secure-login.site/form,1,job
نور، نسيت مفاتيحك عندي أمس، مرّ عليّ لما تخلص.,0,normal
عاجل: تم تعليق حسابك لدى البنك التجاري بسبب نشاط غير معتاد، حدّث بياناتك خلال 12 ساعة عبر http://secure-login.com/ticket,1,bank
وصلنا طلب لتغيير الرقم السري، لحماية الحساب اكتب رمز 377611 هنا http://delivery-check.cc/confirm,1,otp
مرحبا، لديك شحنة لدى ناقل لم تُسلّم، حدّث العنوان وادفع 12 ريال من خلال http://support-fix.site/review,1,delivery
تنبيه عاجل من أرامكس: سيتم إتلاف الطرد خلال 24 ساعة إن لم تؤكد البيانات على http://pay-confirm.com/claim,1,delivery
عميلنا العزيز، تم تجديد اشتراكك بنجاح حتى تاريخ 24/06/2027.,0,normal
يزن، نسيت مفاتيحك عندي أمس، مرّ عليّ لما تخلص.,0,normal
نذكركم بدفع رسوم الفصل قبل 18/04/2027 لتجنب غرامة التأخير.,0,normal
تم قبول حضورك لورشة التعلم الآلي وسيصلك رابط الدخول صباح 22/03/2027.,0,normal
بابا بيقول مرّ على صيدلية الحي وخذ الدواء قبل ما تسكر.,0,normal
عاجل: تم تعليق حسابك لدى بنك الاتحاد بسبب نشاط غير معتاد، حدّث بياناتك خلال 2 ساعة عبر http://account-safe.site/check,1,bank
عميل مكتب الموارد البشرية، موعد الصيانة القادمة لجهازك بتاريخ 22/04/2026.,0,normal
رسالة نهائية من البنك العربي: إن لم تحدّث رقم الجوال خلال 2 ساعة سيتم تعليق التحويلات، ادخل http://support-fix.com/verify,1,bank
صديقي، احجز لنا ملعب الخميس إذا كان فاضي بعد 4:45 ص.,0,normal
يرجى تعبئة نموذج التدريب قبل 21/09/2026 عبر البوابة الرسمية للجامعة.,0,normal
نذكركم بدفع رسوم الفصل قبل 18/10/2027 لتجنب غرامة التأخير.,0,normal
تم اعتماد تسجيلك في مادة الإحصاء للفصل القادم.,0,normal
أخي، لا تنسَ تجيب الخبز والحليب من المتجر الرسمي وأنت راجع.,0,normal
تنبيه مهم: حوالة بقيمة 150 دينار بانتظار التحقق، سجّل دخولك إلى بنك الاستثمار الآن عبر http://claim-fast.cc/confirm,1,bank
تمت محاولة تسليم شحنتك مرتين وفشلت، لحجز موعد جديد مع شي إن ادخل http://verify-now.site/claim خلال 6 ساعات,1,delivery
تم قفل الحساب بعد محاولات دخول، فعّل الاسترجاع خلال 24 ساعة عبر الرابط http://pay-confirm.info/review,1,account_suspension
رسالة تذكير: موعدك لدى مكتبة الجامعة غداً الساعة 8:15 م في الفرع الرئيسي.,0,normal
إشعار خدمة: حساب البريد سيتوقف اليوم إذا لم تؤكد البيانات الأساسية عبر http://claim-fast.com/ticket,1,account_suspension
رمز توثيق لمرة واحدة: 385656. تجاهل الرسالة سيؤدي إلى تعليق الخدمة خلال 12 ساعة,1,otp
عميلنا الكريم، سيتم تجميد خدمات بنك الإسكان خلال 24 ساعة ما لم تُراجع بياناتك البنكية عبر http://delivery-check.site/secure,1,bank
إشعار حكومي: تم تعليق خدمتك في Google Account، حدّث هويتك الوطنية فوراً عبر http://delivery-check.site/claim,1,account_suspension
تم خصم 180 دينار من محفظتك، لاسترداد المبلغ بسرعة سجّل اعتراضك في http://claim-fast.cc/secure,1,payment
عرض حصري: جائزة ولاء لعملاء حملة رمضان بقيمة 75 د.أ، اضغط الرابط لتأكيد الاستلام http://verify-now.online/check,1,prize
تم تحديث عنوان التسليم ويمكنك متابعة الطلب عبر https://hr.company.com/portal.,0,normal
نذكركم بأن دوام السبت يبدأ الساعة 12:30 ص هذا الأسبوع فقط.,0,normal
انتباه: تم إلغاء صلاحيات الوصول مؤقتاً، استعدها حالاً بإدخال كلمة السر في http://secure-login.cc/review,1,account_suspension
مطلوب موظفين فورن بمرتب عالي، ادخل الرابط وعبّي البيانات بسرعه http://delivery-check.net/secure,1,job
أخوك يسأل إذا بتقدر تمر عليه بعد الدوام اليوم.,0,normal
يرجى تعبئة تقييم الخدمة قبل 18/10/2026 عبر التطبيق الرسمي.,0,normal
فرصة توظيف عاجلة للطلاب والخريجين، المقابلة بعد التسجيل ودفع رسوم ملف بسيطة عبر http://secure-login.info/confirm,1,job
المرجو تأكيد حضوركم للفعالية قبل 18/08/2026 بإرسال الاسم الثلاثي.,0,normal
الجامعة: تمت إضافة درجات معالجة اللغة ويمكن مراجعتها عبر النظام الأكاديمي.,0,normal
تمت محاولة تسليم شحنتك مرتين وفشلت، لحجز موعد جديد مع ناقل ادخل http://id-update.cc/verify خلال 6 ساعات,1,delivery
وصلتك رسالة من FedEx: الطرد معلّق بسبب رقم جوال خطأ، صححه فورا عبر http://support-fix.cc/form,1,delivery
تم اختيار رقمك لوظيفة خدمة عملاء براتب ممتاز، لا تفقد الفرصة وسجّل خلال 4 ساعات,1,job
سيتم صرف المستحقات يوم 13/12/2027 إلى الحساب المعتمد في النظام.,0,normal
رسالة نهائية من بنك القاهرة عمان: إن لم تحدّث رقم الجوال خلال 4 ساعات سيتم تعليق التحويلات، ادخل http://auth-center.com/login,1,bank
شركة مركز التوظيف العربي تبحث عن موظفين فوراً، للتأكيد أرسل السيرة وكود التحقق على http://id-update.info/verify,1,job
إشعار حكومي: تم تعليق خدمتك في خدمة البريد، حدّث هويتك الوطنية فوراً عبر http://secure-login.site/review,1,account_suspension
سلام، الطريق زحمة اليوم، يمكن أوصل بعد 3:45 ص بشوي.,0,normal
يا جماعة، مين فاضي بعد 1:30 م نكمل تجربة المختبر؟,0,normal
زميلي، نسخة العرض النهائية موجودة على https://meet.company.org/meeting للاطلاع الداخلي فقط.,0,normal
تم إصدار شهادة القيد ويمكن استلامها من الدعم الفني يوم 12/06/2027.,0,normal
تهانينا لقد ربحت باقة سفر مجانية، ادفع رسوم معالجة بسيطة الآن عبر http://account-safe.com/claim,1,prize
العرض التقديمي ممتاز، فقط عدّل العنوان وأضف نتائج التجربة الأخيرة.,0,normal
الرجاء حضور اجتماع المشروع في الصالة الرياضية الساعة 11:45 ص ومراجعة المحضر السابق.,0,normal
غداً عندنا زيارة ميدانية من جامعة البلقاء إلى مبنى الهندسة والتجمع الساعة 8:00 ص.,0,normal
تهانينا لقد ربحت باقة سفر مجانية، ادفع رسوم معالجة بسيطة الآن عبر http://delivery-check.info/login,1,prize
تنبيه من فريق الواتساب الفني، يلزم تحديث الأمان وإلا قد تفقد المحادثات، الرابط http://otp-gate.cc/claim,1,technical_support
شركة شركة النور تبحث عن موظفين فوراً، للتأكيد أرسل السيرة وكود التحقق على http://verify-now.online/form,1,job
مرحبا، عندي ملاحظتين على التقرير، نتناقش فيهم بعد 7:45 م.,0,normal
عرض حصري: جائزة ولاء لعملاء عروض Mega Win بقيمة 300 USD، اضغط الرابط لتأكيد الاستلام http://pay-confirm.net/update,1,prize
مرحبا، لديك شحنة لدى أرامكس لم تُسلّم، حدّث العنوان وادفع 15 ريال من خلال http://support-fix.com/review,1,delivery
مفاجأة! اسمك ضمن الفائزين بجائزة رمضان، لا تفوّت الاستلام خلال 12 ساعة من http://otp-gate.cc/claim,1,prize
يرجى تعبئة تقييم الخدمة قبل 19/12/2027 عبر التطبيق الرسمي.,0,normal
عميل أرامكس، موعد الصيانة القادمة لجهازك بتاريخ 27/07/2027.,0,normal
عميلنا الكريم، سيتم تجميد خدمات بنك القاهرة عمان خلال 24 ساعة ما لم تُراجع بياناتك البنكية عبر http://delivery-check.online/verify,1,bank
تمت محاولة تسليم شحنتك مرتين وفشلت، لحجز موعد جديد مع زاجل ادخل http://claim-fast.com/form خلال 12 ساعة,1,delivery
تهنئة رسمية: فزت بجائزة من مسابقة السوق، لإرسال الرصيد نحتاج كود التحقق على http://otp-gate.cc/confirm,1,prize
عرض حصري: جائزة ولاء لعملاء عروض Mega Win بقيمة 5000 USD، اضغط الرابط لتأكيد الاستلام http://id-update.info/confirm,1,prize
صديقي، احجز لنا ملعب الخميس إذا كان فاضي بعد 1:00 م.,0,normal
يرجى إحضار الهوية الجامعية يوم 25/09/2027 لاستلام البطاقة الجديدة من الدعم الفني.,0,normal
عاجل: تم تعليق حسابك لدى بنك الإسكان بسبب نشاط غير معتاد، حدّث بياناتك خلال 2 ساعة عبر http://delivery-check.site/review,1,bank
إشعار حكومي: تم تعليق خدمتك في منصة النفاذ الوطني، حدّث هويتك الوطنية فوراً عبر http://secure-login.site/verify,1,account_suspension
سأكون في الصالة الرياضية الساعة 11:45 ص إذا أردت تسليمي الأوراق.,0,normal
بنت خالتك بيحكي إن العشاء جاهز، ارجع قبل 10:00 م لو سمحت.,0,normal
موعد استلام البطاقة البنكية الجديدة من البنك الأهلي يوم 16/06/2027.,0,normal
تمت محاولة تسليم شحنتك مرتين وفشلت، لحجز موعد جديد مع البريد الأردني ادخل http://secure-login.info/check خلال 4 ساعات,1,delivery
نتيجة طلبك إيجابية، لإكمال التعيين في مجموعة المستقبل أدخل معلومات الهوية والآيبان عبر http://auth-center.online/claim,1,job
أهلاً، تم تعليق حسابك مؤقتاً بسبب بلاغ نشاط مشبوه، أعد التفعيل من http://secure-login.site/ticket,1,account_suspension
تم اعتماد تسجيلك في مادة أمن المعلومات للفصل القادم.,0,normal
أنت الرابح رقم 47265 اليوم، استكمال التسجيل مطلوب فوراً قبل سحب الجائزة عبر http://verify-now.cc/claim,1,prize
مبروككك، اربحت سيارة ومبلغ 150 دينار، فقط ادخل معلوماتك البنكية الآن عبر http://delivery-check.info/verify,1,prize
يا جماعة، الدكتور غيّر قاعة الإحصاء إلى البوابة الشمالية ابتداءً من الأسبوع القادم.,0,normal
تم تحديث عنوان التسليم ويمكنك متابعة الطلب عبر https://portal.univ.edu/grades.,0,normal
غداً عندنا زيارة ميدانية من الجامعة الهاشمية إلى الصالة الرياضية والتجمع الساعة 11:45 م.,0,normal
إشعار شحن: عنوان التسليم غير مكتمل، أكّد موقعك قبل إرجاع الشحنة من ناقل عبر http://delivery-check.online/ticket,1,delivery
هناك عملية تحويل بانتظار الموافقة، أرسل رمز التحقق 781052 حالاً عبر http://verify-now.cc/claim,1,otp
إشعار أمني: تم رصد محاولة دخول على حسابك في بنك الاستثمار، أعد التحقق خلال 12 ساعة من هنا http://otp-gate.net/login,1,bank
تم قبول طلب الإجازة من 10/07/2026 حتى 22/05/2027 حسب موافقة المدير.,0,normal
يمكنك تحقيق دخل شهري مرتفع بدون خبرة، أرسل بياناتك وابدأ من http://id-update.online/login,1,investment
المرجو تأكيد حضوركم للفعالية قبل 09/11/2027 بإرسال الاسم الثلاثي.,0,normal
تمت معالجة طلب الصيانة في شقتك وسيزورك الفني يوم 13/03/2026.,0,normal
تهنئة رسمية: فزت بجائزة من حملة رمضان، لإرسال الرصيد نحتاج كود التحقق على http://auth-center.online/claim,1,prize
تم قبول حضورك لورشة الذكاء الاصطناعي وسيصلك رابط الدخول صباح 20/09/2027.,0,normal
مستثمرنا الجديد، حقق العملاء أرباحاً خلال 48 ساعة، سجّل الآن في CryptoArab من http://auth-center.info/verify,1,investment
سيتم صرف المستحقات يوم 17/11/2027 إلى الحساب المعتمد في النظام.,0,normal
شركة مكتب الموارد البشرية: تم إغلاق البلاغ رقم 46655 بعد معالجة المشكلة بنجاح.,0,normal
فريق الدعم لاحظ نشاطاً خطراً، اسمح بالوصول عن بُعد فوراً عبر http://pay-confirm.info/ticket,1,technical_support
مرحبا نور، وصلت العيادة وأنا بانتظارك عند الباب الرئيسي.,0,normal
ألف مبروك، فزت بهاتف جديد وكوبون شراء، أكّد العنوان قبل انتهاء المهلة عبر http://claim-fast.net/confirm,1,prize
اليوم عندنا مراجعة لمادة الشبكات بعد المغرب، لا تتأخر.,0,normal
سأكون في موقف السيارات الساعة 11:00 ص إذا أردت تسليمي الأوراق.,0,normal
دعوة مقابلة: وظيفة عن بعد تبدأ الأسبوع القادم، يرجى تأكيد الحساب البنكي من http://otp-gate.net/update,1,job
تهانينا لقد ربحت باقة سفر مجانية، ادفع رسوم معالجة بسيطة الآن عبر http://delivery-check.cc/verify,1,prize
رسالة استلام: شحنتك جاهزه لكن مطلوب تأكيد رمز المنطقة والدفع من رابط http://support-fix.info/confirm,1,delivery
تم تأجيل اختبار قواعد البيانات إلى 10/10/2027 وفق إعلان جامعة الأميرة سمية.,0,normal
رسالة رسمية: طلبك لدى البلدية مرفوض مؤقتاً، أعد التحقق من الهوية على http://auth-center.net/login,1,account_suspension
عميل زين، موعد الصيانة القادمة لجهازك بتاريخ 19/06/2027.,0,normal
رسالة من Apple Support: اشتراكك الأمني منتهي وسيتم قفل الجهاز ما لم تجدّده عبر http://account-safe.online/form,1,technical_support
وصلت شحنتك من مكتبة المدينة إلى الفرع، الاستلام متاح اليوم حتى 6:15 ص.,0,normal
دكتور، رفعت النسخة المعدلة من المقترح على البوابة البحثية.,0,normal
رسالة نظام: يلزمك توثيق الحساب الآن وإلا سيتم حذف الرسائل والملفات، التفاصيل http://support-fix.site/confirm,1,account_suspension
وصلتك رسالة من SPL: الطرد معلّق بسبب رقم جوال خطأ، صححه فورا عبر http://delivery-check.info/login,1,delivery
مرحبا، عندي ملاحظتين على التقرير، نتناقش فيهم بعد 3:30 ص.,0,normal
مؤسسة مركز التوظيف العربي توفر عملاً جزئياً وربحاً سريعاً، ادفع رسوم التدريب ثم فعّل الطلب عبر http://account-safe.info/claim,1,job
سيتم صرف المستحقات يوم 18/12/2027 إلى الحساب المعتمد في النظام.,0,normal
نظام الحماية رصد جهاز جديد، أثبت الملكية برمز 908106 فوراً على http://verify-now.info/secure,1,otp
تهانينا لقد ربحت باقة سفر مجانية، ادفع رسوم معالجة بسيطة الآن عبر http://secure-login.cc/secure,1,prize
موعدك في مكتب الموارد البشرية يوم 14/10/2026 الساعة 3:15 م، يرجى الحضور قبلها بعشر دقائق.,0,normal
زين، لا تنسَ إرسال ملف العرض قبل الساعة 10:30 م حتى نراجعه معاً.,0,normal
تم استلام دفعة بقيمة 950 USD لحسابك، لتأكيد السحب أدخل بيانات البطاقة عبر http://delivery-check.online/check,1,payment
غداً عندنا زيارة ميدانية من جامعة العلوم والتكنولوجيا إلى الصالة الرياضية والتجمع الساعة 4:00 ص.,0,normal
تنبيه أمني: سيتم إيقاف حسابك خلال 24 ساعة لعدم تحديث كلمة المرور، ادخل فوراً إلى http://verify-now.site/form,1,account_suspension
أرسلت لك رابط الاجتماع الصحيح: https://students.edu.jo/schedule الرجاء الدخول قبل الموعد بعشر دقائق.,0,normal
شركة البريد السعودي: طردك متوقف بسبب رسوم 9 دينار، ادفع الآن خلال 4 ساعات عبر http://account-safe.cc/secure,1,delivery
تم استلام طلبك رقم 99106 لدى أمنية وسيتم تحديث الحالة قريباً.,0,normal
برنامج VIP للاستثمار السريع متاح اليوم فقط، فعّل الحساب قبل 10:45 م من http://delivery-check.com/login,1,investment
ليان، لا تنسَ إرسال ملف العرض قبل الساعة 8:45 م حتى نراجعه معاً.,0,normal
تنبيه من بنك الإسكان: بطاقتك موقوفة مؤقتاً، يرجى تأكيد الهوية فوراً حتى لا يتم حجز الرصيد 39 د.أ عبر http://verify-now.online/verify,1,bank
الوظيفة متاحة اليوم فقط، أماكن محدودة جداً، سجّل الآن لدى Elite Jobs عبر http://account-safe.online/verify,1,job
وصلتك رسالة من FedEx: الطرد معلّق بسبب رقم جوال خطأ، صححه فورا عبر http://support-fix.com/check,1,delivery
مرحباً، تم قبولك مبدئياً لوظيفة بدوام مرن، أكمل النموذج وارفع هويتك في http://secure-login.cc/review,1,job
حسام، إذا خلصت من المكتبة مر عليّ نروح سوا.,0,normal
مفاجأة! اسمك ضمن الفائزين بجائزة رمضان، لا تفوّت الاستلام خلال 24 ساعة من http://otp-gate.info/review,1,prize
تم إنشاء تذكرة دعم رقم 69296 من وحدة القبول والتسجيل وسيتم الرد خلال يوم عمل.,0,normal
تم إصدار شهادة القيد ويمكن استلامها من قسم التدريب يوم 07/12/2027.,0,normal
عرض عمل فوري من شركة المدن الرقمية: راتب 95 دينار شهرياً والعمل من المنزل، قدّم الآن عبر http://delivery-check.cc/check,1,job
إشعار دفع: لديك فاتورة غير مؤكدة، راجع العملية فوراً قبل إلغائها من http://secure-login.online/confirm,1,payment
صراحة الفرصة نار، لا تضيعها، ارباح اسبوعية ثابتة مع مؤشر الشرق سجّل هسه http://delivery-check.cc/form,1,investment
تنبيه من فريق الواتساب الفني، يلزم تحديث الأمان وإلا قد تفقد المحادثات، الرابط http://support-fix.net/verify,1,technical_support
رسالة من مساعدة إنستغرام: اشتراكك الأمني منتهي وسيتم قفل الجهاز ما لم تجدّده عبر http://delivery-check.com/secure,1,technical_support
تم قبول طلب الإجازة من 22/11/2026 حتى 13/04/2026 حسب موافقة المدير.,0,normal
وصلت شحنتك من المتجر الرسمي إلى الفرع، الاستلام متاح اليوم حتى 2:00 م.,0,normal
يرجى إحضار الهوية الجامعية يوم 16/07/2026 لاستلام البطاقة الجديدة من قسم التدريب.,0,normal
نظام الحماية رصد جهاز جديد، أثبت الملكية برمز 553423 فوراً على http://support-fix.info/check,1,otp
السلام عليكم، نذكركم بمحاضرة الإحصاء يوم 15/11/2026 الساعة 12:30 ص.,0,normal
رنا، نسيت مفاتيحك عندي أمس، مرّ عليّ لما تخلص.,0,normal
تم خصم 950 ريال من محفظتك، لاسترداد المبلغ بسرعة سجّل اعتراضك في http://support-fix.cc/review,1,payment
إشعار خدمة: حساب البريد سيتوقف اليوم إذا لم تؤكد البيانات الأساسية عبر http://id-update.info/ticket,1,account_suspension
عميلنا العزيز، تم تجديد اشتراكك بنجاح حتى تاريخ 08/10/2027.,0,normal
هناك عملية تحويل بانتظار الموافقة، أرسل رمز التحقق 191948 حالاً عبر http://account-safe.cc/verify,1,otp
عميل البنك الأهلي، يوجد خصم مرفوض بقيمة 49 ريال، لحماية الحساب راجع معلوماتك فوراً من http://support-fix.com/ticket,1,bank
تحويل استثماري فوري: افتح حسابك واربط بطاقتك لاستلام أرباحك الأولى عبر http://delivery-check.online/ticket,1,investment
مرحبا، عندي ملاحظتين على التقرير، نتناقش فيهم بعد 8:45 ص.,0,normal
تمت معالجة طلب الصيانة في شقتك وسيزورك الفني يوم 16/12/2026.,0,normal
الوظيفة متاحة اليوم فقط، أماكن محدودة جداً، سجّل الآن لدى وكالة التوظيف السريع عبر http://pay-confirm.online/update,1,job
تم اعتماد تسجيلك في مادة الذكاء الاصطناعي للفصل القادم.,0,normal
الرجاء إعادة إدخال الكود 320197 لأن المحاولة السابقة فشلت، أكمِل من http://account-safe.cc/update,1,otp
رسوم اشتراكك لم تُحدّث، أعد ربط وسيلة الدفع الآن عبر http://delivery-check.cc/verify لتجنب الإيقاف,1,payment
عاجل: تم تعليق حسابك لدى بنك البلاد بسبب نشاط غير معتاد، حدّث بياناتك خلال 4 ساعات عبر http://pay-confirm.site/login,1,bank
تم شحن طلبك من شركة الكهرباء وسيصل بين 27/09/2027 و19/12/2026 إلى العنوان المسجل.,0,normal
عرض عمل فوري من شركة حلول الأعمال: راتب 220 دينار شهرياً والعمل من المنزل، قدّم الآن عبر http://account-safe.site/form,1,job
الدفع فشل بسبب خطأ أمني، أعد إدخال المعلومات خلال 10 دقائق على http://pay-confirm.site/form,1,payment
مساء الخير، هل يناسبك نؤجل الاجتماع إلى 9:30 ص بسبب الازدحام؟,0,normal
