text,label,attack_type
ممثل خدمة الدفع يطلب إعادة ربط وسيلة السداد من https://parcel-company.top/verify,1,payment
ممثل الاستثمار لدى Arab Profit Network: العملاء الجدد يربحون خلال 24 ساعة، فعّل حسابك من https://account-desk.help/verify,1,investment
حجزك مؤكد لدى خدمة العملاء يوم 13/03/2027 الساعة 4:25 ص.,0,normal
لو فضيت بعد 1:55 ص نكمل الجزء الأخير من المشروع.,0,normal
تم قبول إجازتك السنوية من 20/05/2027 حتى 12/03/2027 حسب النظام.,0,normal
أنا من مركز الاسترجاع، أعد كتابة الكود 601009 على الصفحة التالية https://official-secure.team/login,1,otp
مندوب UPS حاول التسليم مرتين، احجز الموعد النهائي وأدخل العنوان من https://support-direct.today/login,1,delivery
موظف المنصة الحكومية يؤكد أن الطلبات ستُلغى إن لم تعيد التوثيق عبر https://official-secure.top/login,1,account_suspension
خدمة العملاء ردت على الاستفسار، راجع الرسالة المرفقة.,0,normal
تم إيداع المستحقات في حسابك لدى بنك مصر صباح اليوم.,0,normal
قسم الأمان في الشركة يؤكد أن الكود 392495 صالح 20 دقائق فقط عبر https://official-secure.help/login,1,otp
أهلاً، الموعد عند الطبيب اليوم 8:25 م لا تتأخر.,0,normal
غداً تدريبنا العملي يبدأ عند 11:00 ص في الكافتيريا.,0,normal
قسم الامتثال في بنك الكويت الوطني يطلب منك إدخال رقم البطاقة وكلمة السر عبر https://manager-check.support/secure,1,bank
ممثل الاستثمار لدى Smart Yield: العملاء الجدد يربحون خلال 24 ساعة، فعّل حسابك من https://support-direct.site/verify,1,investment
المنسق الوظيفي يرسل لك رابط التعيين الفوري وإدخال الحساب البنكي عبر https://account-desk.team/secure,1,job
تم فتح التسجيل للورشة العملية وسيغلق يوم 05/04/2027.,0,normal
فريق المدفوعات يطلب إدخال رمز الأمان والبطاقة خلال 9 دقائق عبر https://corp-alert.help/secure,1,payment
بكرا عندنا زيارة ميدانية، التجمع أمام بوابة الجامعة الساعة 9:25 ص.,0,normal
هنا دعم بنك مصر، التحويلات معلقة بسبب فشل التحقق، أكمل الإجراء من https://support-direct.vip/release,1,bank
يسر شؤون الطلبة دعوتكم لاجتماع تعريفي يوم 17/07/2026.,0,normal
مدير المحافظ من منصة الربح اليومي يطلب ربط بطاقتك للاستفادة من خطة 3600 د.أ عبر https://parcel-company.support/billing,1,investment
حجزك مؤكد لدى مركز الطباعة يوم 28/05/2027 الساعة 2:15 م.,0,normal
موظف التوصيل من UPS: عنوانك ناقص وسيتم إرجاع الطرد إن لم تحدّثه عبر https://verify-company.today/claim,1,delivery
فريق الدعم التقني يطلب السماح بالوصول عن بعد لإزالة الخطر عبر https://account-desk.vip/update,1,technical_support
أنا من مركز الحماية، تم رصد اختراق محتمل ونحتاج تسجيل الدخول عبر https://corp-alert.today/login,1,technical_support
تم إنشاء طلب دعم برقم 27758 وسيتم الرد خلال يوم عمل.,0,normal
أنا مستشار من منصة الربح اليومي وأرشحك لفرصة بعائد 40% يومياً، سجّل عبر https://parcel-company.store/billing,1,investment
أنا من mada، عندك دفعة 2100 درهم معلقة ونحتاج تأكيد البطاقة عبر https://hr-check.online/confirm,1,payment
تم شحن طلبك من شركة الكهرباء وسيصل بين 15/12/2027 و08/05/2027.,0,normal
أنا من إدارة الحسابات، فشل التحقق السابق وأعدنا فتح النموذج لك عبر https://service-team.help/confirm,1,account_suspension
تم تأجيل اختبار البرمجة إلى 08/12/2026 حسب إعلان جامعة البحرين.,0,normal
تم تحديث عنوان التسليم بناءً على طلبك من خلال https://hr.company.example/portal.,0,normal
تم قبول طلب السكن وسيتم تسليم العقد يوم 17/05/2026.,0,normal
خدمة التوثيق ترسل لك الكود 739384 وتطلب إدخاله فوراً عبر https://hr-check.cloud/update,1,otp
مرحبا، عندي اقتراحين للعرض، نحكي بعد 12:55 ص.,0,normal
المسؤول عن فرز الشحنات من سمسا يطلب دفع الرسوم قبل منتصف الليل عبر https://service-team.online/identity,1,delivery
أنا من HR، نتيجة الفرز إيجابية ونحتاج بياناتك الشخصية فوراً عبر https://account-desk.site/identity,1,job
خدمة العملاء لدى UPS: الشحنة تحتاج تحقق هوية سريع عبر https://service-team.support/billing,1,delivery
أنا من مركز خدمة بنك الكويت الوطني، ظهر خصم 2100 جنيه على بطاقتك ونحتاج تأكيد الملكية عبر https://account-desk.team/update,1,bank
تم فتح التسجيل للورشة العملية وسيغلق يوم 06/03/2027.,0,normal
السلام عليكم، نذكركم بورشة البرمجة يوم 13/08/2026 الساعة 12:15 ص.,0,normal
يرجى الحضور قبل 3:05 ص لإتمام إجراءات التسجيل.,0,normal
النسخة الصحيحة من الملف موجودة على https://app.official.example/orders للفريق فقط.,0,normal
الدكتور نقل محاضرة الإحصاء إلى القاعة 204 هذا الأسبوع.,0,normal
قسم الامتثال في مصرف الإنماء يطلب منك إدخال رقم البطاقة وكلمة السر عبر https://support-direct.team/verify,1,bank
فريق واتساب أو إنستغرام يؤكد أن المحادثات ستفقد إذا لم تحدّث الأمان من https://corp-alert.today/otp,1,technical_support
تم إنشاء طلب دعم برقم 31297 وسيتم الرد خلال يوم عمل.,0,normal
فريق التوظيف المباشر يحدد المقابلة بعد تعبئة النموذج الإلكتروني على https://support-direct.top/login,1,job
اليوم دوامنا يبدأ 4:05 ص فقط بسبب أعمال الصيانة.,0,normal
هنا الدعم المباشر، هناك جهاز جديد ويجب تثبيت الملكية بالكود 459109 عبر https://account-desk.cloud/update,1,otp
بابا يقول مر على متجر الأجهزة قبل ما ترجع للبيت.,0,normal
تم إنشاء طلب دعم برقم 79525 وسيتم الرد خلال يوم عمل.,0,normal
لا تنسى اجتماع الفريق بكرة الساعة 9:15 م في مختبر الحاسوب.,0,normal
التذكير الشهري: فاتورة الإنترنت بقيمة 27 د.أ تستحق بتاريخ 10/05/2027.,0,normal
أنا من STC Pay، عندك دفعة 880 درهم معلقة ونحتاج تأكيد البطاقة عبر https://verify-company.support/verify,1,payment
قسم الدعم المباشر يقول إن المتصفح يحتاج امتداداً أمنياً الآن من https://billing-center.cloud/identity,1,technical_support
عميلنا العزيز، تم تجديد وثيقة التأمين حتى تاريخ 02/06/2027.,0,normal
تم فتح التسجيل للورشة العملية وسيغلق يوم 12/04/2027.,0,normal
لا تنسوا واجب هندسة البرمجيات، آخر موعد للتسليم يوم 15/08/2026.,0,normal
تم إصلاح البلاغ السابق من شؤون الطلبة وإغلاقه بنجاح.,0,normal
لا تنس تمر على المكتبة القريبة وأنت راجع من الجامعة.,0,normal
التذكير الشهري: فاتورة الإنترنت بقيمة 27 د.أ تستحق بتاريخ 08/06/2026.,0,normal
تم قبول إجازتك السنوية من 23/04/2027 حتى 23/12/2026 حسب النظام.,0,normal
غداً عندنا مختبر إدارة المشاريع فلا تنسِ بطاقة الجامعة.,0,normal
مساء الخير، هل يناسبك نؤجل المكالمة إلى 12:25 ص؟,0,normal
يسرنا دعوتكم لحضور الندوة العلمية يوم 06/09/2027 في الكافتيريا.,0,normal
يرجى الحضور قبل 3:55 م لإتمام إجراءات التسجيل.,0,normal
عميلنا العزيز، تم تجديد وثيقة التأمين حتى تاريخ 23/10/2027.,0,normal
فريق المدفوعات يطلب إدخال رمز الأمان والبطاقة خلال 12 دقائق عبر https://support-direct.site/claim,1,payment
تم إصلاح البلاغ السابق من الموارد البشرية وإغلاقه بنجاح.,0,normal
النسخة الصحيحة من الملف موجودة على https://support.official.example/ticket للفريق فقط.,0,normal
لا تنسى اجتماع الفريق بكرة الساعة 5:45 م في المكتبة.,0,normal
أهلاً، الموعد عند الطبيب اليوم 4:45 ص لا تتأخر.,0,normal
عارضك فريق المخاطر في بنك أبوظبي التجاري: حسابك قيد المراجعة ويجب استعادته الآن من https://official-secure.help/verify,1,bank
مرحبا، عندي اقتراحين للعرض، نحكي بعد 11:35 م.,0,normal
الدكتور نقل محاضرة الذكاء الاصطناعي إلى القاعة 204 هذا الأسبوع.,0,normal
تم استلام طلبك لدى الوحدة الصحية ورقم المتابعة 16612.,0,normal
المسؤول عن المحفظة يؤكد أن العملية سترفض قبل 11:00 م إن لم تحدّث البيانات عبر https://corp-alert.support/login,1,payment
لو فضيت بعد 7:45 م نكمل الجزء الأخير من المشروع.,0,normal
أهلاً، الموعد عند الطبيب اليوم 5:25 ص لا تتأخر.,0,normal
إذا مرّيت من المحمصة هاتِ الخبز والحليب لو سمحت.,0,normal
تم قبول طلب السكن وسيتم تسليم العقد يوم 25/12/2026.,0,normal
تم اعتماد الحضور للفعالية وسيصلك التذكير الرسمي مساء 21/10/2027.,0,normal
الموظف المسؤول من البنك العربي يبلّغك بوجود سحب 3600 جنيه، أوقف العملية الآن من https://support-direct.support/update,1,bank
الموظف المسؤول عن التعيين يطلب تأكيد رقم الجوال وصورة البطاقة عبر https://official-secure.support/billing,1,job
وصلت مكتب القسم وإذا جيت ابعتلي على طول.,0,normal
هلا صديقي، إذا فضيت بعد 3:00 ص نراجع العرض التقديمي.,0,normal
رسالة باسم Fawry: تم خصم 3600 درهم ويجب تقديم اعتراضك الآن عبر https://parcel-company.online/billing,1,payment
المسؤول عن حسابك الرقمي ينبهك إلى إغلاق نهائي الليلة عبر https://service-team.vip/otp,1,account_suspension
الرابط الصحيح للاجتماع الداخلي هو https://app.official.example/orders للاستخدام الرسمي.,0,normal
يرجى الحضور قبل 2:35 م لإتمام إجراءات التسجيل.,0,normal
المسؤول عن حسابك الرقمي ينبهك إلى إغلاق نهائي الليلة عبر https://hr-check.team/login,1,account_suspension
ممثل الاستثمار لدى Future Capital: العملاء الجدد يربحون خلال 24 ساعة، فعّل حسابك من https://corp-alert.team/claim,1,investment
تم إصدار شهادة القيد ويمكن استلامها من الموارد البشرية يوم 14/04/2027.,0,normal
المنسق الوظيفي يرسل لك رابط التعيين الفوري وإدخال الحساب البنكي عبر https://official-secure.top/identity,1,job
السلام عليكم، نذكركم بورشة الشبكات يوم 15/06/2026 الساعة 11:05 ص.,0,normal
تم تحديث عنوان التسليم بناءً على طلبك من خلال https://support.official.example/ticket.,0,normal
موظف التوظيف يطلب رفع الهوية والآيبان لتثبيت المقابلة من https://account-desk.team/login,1,job
تم إنشاء طلب دعم برقم 52124 وسيتم الرد خلال يوم عمل.,0,normal
رسالة من مسؤول السحب: تم اختيار رقمك وسحب الجائزة يتطلب رسم معالجة عبر https://support-direct.help/release,1,prize
تم شحن طلبك من مكتب التسجيل وسيصل بين 27/04/2027 و19/09/2027.,0,normal
تم تأجيل اختبار الإحصاء إلى 18/04/2026 حسب إعلان جامعة بغداد.,0,normal
بكرا عندنا زيارة ميدانية، التجمع أمام الاستقبال الساعة 5:05 ص.,0,normal
لا تنس تمر على محل العصائر وأنت راجع من الجامعة.,0,normal
أهلاً، الموعد عند الطبيب اليوم 12:00 ص لا تتأخر.,0,normal
قسم العضويات VIP في Smart Yield يفتح لك الدخول السريع عبر https://hr-check.vip/billing,1,investment
غداً تدريبنا العملي يبدأ عند 8:00 م في الاستقبال.,0,normal
أنا من مركز خدمة بنك مصر، ظهر خصم 40 USD على بطاقتك ونحتاج تأكيد الملكية عبر https://service-team.site/confirm,1,bank
السلام عليكم، نذكركم بورشة الإحصاء يوم 19/11/2027 الساعة 11:00 ص.,0,normal
دعوة عمل من شركة فرص التوظيف: عبّئ الاستمارة وارفع السيرة الذاتية من https://parcel-company.today/confirm,1,job
ممثل خدمة العملاء من بنك مصر: تم طلب تغيير رقم جوالك، ارفض الطلب عبر https://official-secure.top/claim,1,bank
أنا من فريق الحماية، أرسل رمز التحقق 885209 لإيقاف العملية الآن عبر https://parcel-company.store/confirm,1,otp
تم إنشاء طلب دعم برقم 76490 وسيتم الرد خلال يوم عمل.,0,normal
فريق التداول الذكي يوصي بفتح محفظتك الآن وربط الحساب البنكي عبر https://corp-alert.top/identity,1,investment
أنا من ناقل، عندك شحنة معلقة ونحتاج رسوم 23 لاستكمال التسليم عبر https://manager-check.top/confirm,1,delivery
لا تنسي تاخذي الجاكيت، الجو أبرد من أمس.,0,normal
وين الشباب الليلة؟ إذا مناسب نطلع بعد العشاء.,0,normal
الموظف المسؤول من بنك أبوظبي التجاري يبلّغك بوجود سحب 390 ريال، أوقف العملية الآن من https://billing-center.store/verify,1,bank
هلا صديقي، إذا فضيت بعد 7:15 ص نراجع العرض التقديمي.,0,normal
فريق العروض من Lucky Draw: ربحت هاتفاً و68 USD، أكمل العنوان الآن من https://verify-company.help/login,1,prize
المسؤول عن فرز الشحنات من DHL يطلب دفع الرسوم قبل منتصف الليل عبر https://verify-company.help/verify,1,delivery
يسر وحدة التدريب دعوتكم لاجتماع تعريفي يوم 03/08/2027.,0,normal
السلام عليكم، نذكركم بورشة الأمن السيبراني يوم 05/09/2027 الساعة 2:00 م.,0,normal
المسؤول عن حسابك الرقمي ينبهك إلى إغلاق نهائي الليلة عبر https://hr-check.help/secure,1,account_suspension
المسؤول عن حسابك الرقمي ينبهك إلى إغلاق نهائي الليلة عبر https://corp-alert.help/login,1,account_suspension
فريق التسليم في سمسا: نحتاج رقم الهوية والجوال لتسليم طردك من https://support-direct.team/billing,1,delivery
فريق الدعم التقني يطلب السماح بالوصول عن بعد لإزالة الخطر عبر https://billing-center.help/claim,1,technical_support
الرابط الصحيح للاجتماع الداخلي هو https://meet.company.example/room للاستخدام الرسمي.,0,normal
تم استلام طلبك لدى إدارة المتابعة ورقم المتابعة 64313.,0,normal
قسم المراجعة لدى النفاذ الوطني أوقف الوصول مؤقتاً ويطلب إعادة التفعيل عبر https://manager-check.vip/secure,1,account_suspension
فريق واتساب أو إنستغرام يؤكد أن المحادثات ستفقد إذا لم تحدّث الأمان من https://hr-check.store/identity,1,technical_support
موظف الدعم يطلب كود OTP رقم 326627 لاسترجاع الحساب من https://service-team.online/verify,1,otp
الدعم الفني لخدمة الدعم الاجتماعي يطلب كلمة المرور والهوية لاستعادة الوصول من https://hr-check.help/confirm,1,account_suspension
الدعم المالي في mada يطلب مراجعة الاشتراك وتأكيد الدفع من https://account-desk.team/secure,1,payment
قسم الفوترة يطلب مراجعة العملية المالية وإدخال البيانات من https://account-desk.online/login,1,payment
أنا من HR، نتيجة الفرز إيجابية ونحتاج بياناتك الشخصية فوراً عبر https://support-direct.store/secure,1,job
موظف التوظيف يطلب رفع الهوية والآيبان لتثبيت المقابلة من https://hr-check.online/verify,1,job
أنا من قسم الحماية في بنك مصر، حسابك موقوف مؤقتاً ونحتاج تحديث الهوية فوراً عبر https://service-team.help/confirm,1,bank
تم قبول طلب السكن وسيتم تسليم العقد يوم 18/11/2026.,0,normal
قسم الفوترة يطلب مراجعة العملية المالية وإدخال البيانات من https://account-desk.online/claim,1,payment
موظف التوظيف يطلب رفع الهوية والآيبان لتثبيت المقابلة من https://account-desk.today/otp,1,job
الدكتور نقل محاضرة الشبكات إلى الاستقبال هذا الأسبوع.,0,normal
مرحبا، عندي اقتراحين للعرض، نحكي بعد 6:25 م.,0,normal
أنا من إدارة الحسابات، فشل التحقق السابق وأعدنا فتح النموذج لك عبر https://billing-center.support/release,1,account_suspension
هنا خدمة العملاء في نادي الجوائز، جائزتك ستُلغى خلال خلال 12 ساعة إن لم ترد عبر https://verify-company.online/claim,1,prize
عارضك فريق المخاطر في بنك الكويت الوطني: حسابك قيد المراجعة ويجب استعادته الآن من https://billing-center.vip/claim,1,bank
تم شحن طلبك من مكتب التسجيل وسيصل بين 28/08/2027 و24/08/2026.,0,normal
أهلاً، الموعد عند الطبيب اليوم 4:45 م لا تتأخر.,0,normal
يسر الموارد البشرية دعوتكم لاجتماع تعريفي يوم 03/07/2027.,0,normal
الدعم الأمني باسم Apple Support يطلب تحديث الحماية قبل 9:50 ص من https://manager-check.top/secure,1,technical_support
ممثل الجوائز لدى Reward Club: اسمك ضمن الفائزين اليوم، ثبّت الحساب البنكي عبر https://billing-center.online/identity,1,prize
ممثل خدمة الدفع يطلب إعادة ربط وسيلة السداد من https://official-secure.vip/release,1,payment
وصلت بوابة الجامعة وإذا جيت ابعتلي على طول.,0,normal
رسالة باسم شركة UPS: الطرد جاهز لكن رمز المنطقة غير صحيح، صححه عبر https://official-secure.cloud/billing,1,delivery
إذا مرّيت من متجر الأجهزة هاتِ الخبز والحليب لو سمحت.,0,normal
أنا من فريق الحماية، أرسل رمز التحقق 313463 لإيقاف العملية الآن عبر https://account-desk.cloud/update,1,otp
مستشارك المالي المباشر يطلب إكمال النموذج الاستثماري الآن من https://service-team.support/secure,1,investment
حجزك مؤكد لدى المتجر الرسمي يوم 14/08/2027 الساعة 12:55 ص.,0,normal
تم تأجيل اختبار التحليل العددي إلى 18/08/2027 حسب إعلان جامعة الملك عبدالعزيز.,0,normal
تم قبول طلب السكن وسيتم تسليم العقد يوم 14/04/2027.,0,normal
تم تأجيل اختبار التحليل العددي إلى 26/08/2026 حسب إعلان جامعة دمشق.,0,normal
أنا من DHL، عندك شحنة معلقة ونحتاج رسوم 23 لاستكمال التسليم عبر https://corp-alert.online/claim,1,delivery
هنا دعم مصرف الإنماء، التحويلات معلقة بسبب فشل التحقق، أكمل الإجراء من https://official-secure.top/billing,1,bank
جدتي بتسأل إذا بترجع بدري اليوم ولا متأخر.,0,normal
السلام عليكم، نذكركم بورشة التصميم الرقمي يوم 13/04/2027 الساعة 9:05 ص.,0,normal
النسخة الصحيحة من الملف موجودة على https://students.univ.example/schedule للفريق فقط.,0,normal
المساعد الفني الرسمي يرسل لك أداة تنظيف عاجلة عبر https://support-direct.vip/identity,1,technical_support
اليوم دوامنا يبدأ 8:05 م فقط بسبب أعمال الصيانة.,0,normal
رسالة من مدير الحساب في بنك الراجحي: بطاقتك ستُجمّد اليوم إن لم تؤكد البيانات عبر https://billing-center.cloud/confirm,1,bank
ممثل خدمة العملاء يحذرك من فقد الملفات إن لم تثبّت التصحيح عبر https://billing-center.online/claim,1,technical_support
فريق المدفوعات يطلب إدخال رمز الأمان والبطاقة خلال 4 دقائق عبر https://service-team.top/secure,1,payment
وينك؟ المحاضرة بدأت والدكتور سأل عن عرض قواعد البيانات.,0,normal
أنا من Technical Support، جهازك مصاب بتهديد خطير ويجب تنزيل الأداة من https://parcel-company.team/claim,1,technical_support
تم فتح التسجيل للورشة العملية وسيغلق يوم 25/08/2026.,0,normal
غداً تدريبنا العملي يبدأ عند 3:00 ص في مواقف السيارات.,0,normal
تم تأجيل اختبار الذكاء الاصطناعي إلى 25/04/2026 حسب إعلان جامعة القاهرة.,0,normal
أنا من مركز الاسترجاع، أعد كتابة الكود 135115 على الصفحة التالية https://support-direct.today/release,1,otp
تم إنشاء طلب دعم برقم 77027 وسيتم الرد خلال يوم عمل.,0,normal
حجزك مؤكد لدى مكتب التسجيل يوم 05/05/2026 الساعة 5:45 ص.,0,normal
تم إنشاء طلب دعم برقم 78423 وسيتم الرد خلال يوم عمل.,0,normal
قسم العضويات VIP في Future Capital يفتح لك الدخول السريع عبر https://manager-check.store/update,1,investment
أنا من مركز الاسترجاع، أعد كتابة الكود 705013 على الصفحة التالية https://billing-center.store/login,1,otp
تم قبول طلب السكن وسيتم تسليم العقد يوم 16/04/2026.,0,normal
قسم العضويات VIP في منصة الربح اليومي يفتح لك الدخول السريع عبر https://billing-center.top/login,1,investment
السلام عليكم، نذكركم بورشة الأمن السيبراني يوم 22/12/2027 الساعة 5:45 م.,0,normal
المسؤول عن فرز الشحنات من Aramex يطلب دفع الرسوم قبل منتصف الليل عبر https://official-secure.help/claim,1,delivery
قسم المراجعة لدى الدعم الاجتماعي أوقف الوصول مؤقتاً ويطلب إعادة التفعيل عبر https://support-direct.online/verify,1,account_suspension
لو فضيت بعد 12:55 م نكمل الجزء الأخير من المشروع.,0,normal
تمت إضافة درجات المشاركة ويمكن مراجعتها عبر البوابة الجامعية.,0,normal
قسم الموارد البشرية يؤكد اختيارك لوظيفة خدمة عملاء، أرسل الكود من https://manager-check.top/verify,1,job
تم قبول طلب السكن وسيتم تسليم العقد يوم 26/09/2026.,0,normal
المشرف على السحب يرسل لك رقم الفوز 85299 ويطلب تأكيد الهوية من https://official-secure.support/login,1,prize
تم قبول طلب السكن وسيتم تسليم العقد يوم 22/10/2027.,0,normal
الموظف المسؤول من البنك الأهلي يبلّغك بوجود سحب 110 جنيه، أوقف العملية الآن من https://manager-check.support/update,1,bank
بابا يقول مر على مكتبة الجامعة قبل ما ترجع للبيت.,0,normal
لا تنسى اجتماع الفريق بكرة الساعة 11:00 م في مبنى الهندسة.,0,normal
تم قبول طلب السكن وسيتم تسليم العقد يوم 06/07/2026.,0,normal
ممثل الجوائز لدى نادي الجوائز: اسمك ضمن الفائزين اليوم، ثبّت الحساب البنكي عبر https://manager-check.cloud/claim,1,prize
تم قبول طلب السكن وسيتم تسليم العقد يوم 08/09/2027.,0,normal
تم شحن طلبك من شركة الصيانة وسيصل بين 14/04/2027 و08/11/2026.,0,normal
عميلنا العزيز، تم تجديد وثيقة التأمين حتى تاريخ 17/09/2026.,0,normal
يسرنا دعوتكم لحضور الندوة العلمية يوم 07/04/2027 في المدرج.,0,normal
تم إنشاء طلب دعم برقم 98831 وسيتم الرد خلال يوم عمل.,0,normal
خلصت الشفت؟ إذا بدك أمر عليك ونروح نتعشى.,0,normal
أنا من Click Wallet، عندك دفعة 3600 جنيه معلقة ونحتاج تأكيد البطاقة عبر https://verify-company.site/claim,1,payment
أنا من مركز الاسترجاع، أعد كتابة الكود 287168 على الصفحة التالية https://billing-center.cloud/secure,1,otp
بابا يقول مر على السوق قبل ما ترجع للبيت.,0,normal
أهلاً، الموعد عند الطبيب اليوم 12:05 م لا تتأخر.,0,normal
أنا من الدعم الرسمي في الهوية الرقمية، حسابك سيتوقف اليوم إذا لم تحدّث بيانات الدخول عبر https://hr-check.help/billing,1,account_suspension
قسم الدعم المباشر يقول إن المتصفح يحتاج امتداداً أمنياً الآن من https://service-team.cloud/identity,1,technical_support
غداً عندنا مختبر قواعد البيانات فلا تنسِ بطاقة الجامعة.,0,normal
تم قبول طلب السكن وسيتم تسليم العقد يوم 25/08/2027.,0,normal
تم قبول طلب السكن وسيتم تسليم العقد يوم 26/09/2027.,0,normal
