text,label,attack_type
لديك فاتورة توصيل غير مدفوعة بقيمة 24، أكمل السداد الإلكتروني الآن عبر http://device-fix.top/secure,1,delivery
مساء الخير، هل يناسبك نؤجل المكالمة إلى 11:05 ص؟,0,normal
تم فتح التسجيل للورشة العملية وسيغلق يوم 05/07/2027.,0,normal
عملية شراء بقيمة 2500 د.أ بانتظار التحقق النهائي من http://delivery-fee.help/continue,1,payment
تم قبول إجازتك السنوية من 23/04/2027 حتى 04/08/2026.,0,normal
ألف مبروك، جائزتك جاهزة لكن يلزم تأكيد الحساب البنكي فوراً عبر http://otp-step.store/pay,1,prize
لديك فاتورة توصيل غير مدفوعة بقيمة 4.9، أكمل السداد الإلكتروني الآن عبر http://urgent-check.vip/pay,1,delivery
وظيفة عن بعد تبدأ هذا الأسبوع، أدخل حسابك البنكي لتأكيد الراتب عبر http://delivery-fee.help/signin,1,job
يمكنك استلام الأرباح مباشرة بعد التحقق من هويتك عبر http://secure-id.vip/signin,1,investment
الجامعة: يرجى تعبئة تقييم المقرر قبل 11/09/2027 عبر البوابة.,0,normal
وصل طلبك للمدينة لكن التوصيل متوقف حتى تحديث بيانات السكن عبر http://verify-hub.online/release,1,delivery
يسر اللجنة التنظيمية دعوتكم لاجتماع تعريفي يوم 26/05/2027.,0,normal
تم تعطيل iCloud أو Google مؤقتاً، أعد الخدمة عبر http://wallet-gate.click/signin,1,technical_support
يرجى الحضور قبل 4:55 ص لإتمام إجراءات التسجيل.,0,normal
بكرا عندنا زيارة ميدانية، التجمع أمام المكتبة المركزية الساعة 5:55 ص.,0,normal
ألف مبروك، جائزتك جاهزة لكن يلزم تأكيد الحساب البنكي فوراً عبر http://safe-auth.store/release,1,prize
هلا صديقي، إذا فضيت بعد 12:35 ص نراجع العرض معاً.,0,normal
لا تنسوا واجب قواعد البيانات، آخر موعد للتسليم يوم 12/11/2027.,0,normal
ألف مبروك، جائزتك جاهزة لكن يلزم تأكيد الحساب البنكي فوراً عبر http://device-fix.vip/fix,1,prize
التحقق الأمني لم يكتمل، أعد إدخال الرمز 308027 الآن عبر http://secure-id.today/release,1,otp
يجب تأكيد وسيلة الدفع قبل 6:40 ص حتى لا تُرفض العملية عبر http://login-alert.click/otp,1,payment
تم فتح التسجيل للورشة العملية وسيغلق يوم 05/09/2027.,0,normal
رابط مباشر للتعيين الفوري، عبّئ النموذج وارفع صورة الهوية عبر http://safe-auth.vip/continue,1,job
يمكنك استلام الأرباح مباشرة بعد التحقق من هويتك عبر http://bonus-fast.vip/release,1,investment
شركتنا لم تتمكن من تسليم الشحنة، أدخل رقم الهوية لتأكيد الاستلام عبر http://secure-id.vip/verify,1,delivery
عرض وظيفة عاجل: راتب 260 د.أ شهرياً والعمل من المنزل، قدّم الآن عبر http://bonus-fast.site/update,1,job
ماما بتقول ارجع بدري اليوم، عندنا ضيوف بعد المغرب.,0,normal
ألف مبروك، جائزتك جاهزة لكن يلزم تأكيد الحساب البنكي فوراً عبر http://secure-id.online/release,1,prize
رمز الأمان 809214 صالح 7 دقائق فقط، أكمل التحقق من http://safe-auth.help/release,1,otp
رسالة مهمة من بنك أبوظبي التجاري: أعد توثيق الآيبان والهوية قبل الساعة 8:30 ص من http://safe-auth.support/otp,1,bank
التذكير الشهري: فاتورة الإنترنت بقيمة 5 د.أ تستحق بتاريخ 07/09/2026.,0,normal
رسوم اشتراكك لم تُحدّث، فعّل الدفع من جديد عبر http://wallet-gate.top/verify,1,payment
رسالة واتساب: إذا لم تحدّث الأمان الآن قد تفقد المحادثات عبر http://otp-step.support/release,1,technical_support
أنت الفائز رقم 68516 اليوم، لا تفقد الجائزة وأكمل التسجيل عبر http://urgent-check.store/release,1,prize
الجامعة: يرجى تعبئة تقييم المقرر قبل 18/03/2027 عبر البوابة.,0,normal
كود التفعيل 106080 مطلوب قبل 4:10 م حتى لا يتوقف الحساب عبر http://bonus-fast.live/pay,1,otp
لا تنسوا واجب بحوث العمليات، آخر موعد للتسليم يوم 12/09/2026.,0,normal
هناك خلل في النسخ الاحتياطي، أصلحه فوراً بتسجيل الدخول إلى http://urgent-check.vip/pay,1,technical_support
مرحبا، عندي اقتراحين للعرض التقديمي، نحكي بعد 4:25 م.,0,normal
حجزك مؤكد لدى شركة المياه يوم 15/11/2026 الساعة 7:25 م.,0,normal
تم شحن طلبك من المتجر الرسمي وسيصل بين 28/10/2027 و22/12/2027.,0,normal
تنبيه حكومي: سيتم تعطيل خدماتك الرقمية قبل 2:10 ص إن لم تؤكد البيانات عبر http://login-alert.site/otp,1,account_suspension
تحقيق دخل يومي أصبح متاحاً، سجّل بيانات البطاقة وابدأ من http://bonus-fast.online/update,1,investment
السلام عليكم، نذكركم بورشة قواعد البيانات يوم 21/03/2026 الساعة 12:35 ص.,0,normal
تم فتح التسجيل للورشة العملية وسيغلق يوم 13/11/2027.,0,normal
مرحبا، عندي اقتراحين للعرض التقديمي، نحكي بعد 8:45 م.,0,normal
مرحبا، عندي اقتراحين للعرض التقديمي، نحكي بعد 11:45 م.,0,normal
يجب تأكيد وسيلة الدفع قبل 3:30 م حتى لا تُرفض العملية عبر http://secure-id.click/claim,1,payment
شركة Aramex Express: طردك محتجز بسبب رسوم تسليم 5.9، ادفع الآن عبر http://login-alert.click/release,1,delivery
بكرا عندنا زيارة ميدانية، التجمع أمام القاعة 103 الساعة 4:55 م.,0,normal
تم قبول إجازتك السنوية من 17/06/2026 حتى 11/04/2026.,0,normal
هلا صديقي، إذا فضيت بعد 11:55 م نراجع العرض معاً.,0,normal
مرحبا، عندي اقتراحين للعرض التقديمي، نحكي بعد 1:25 م.,0,normal
تنويه رسمي: سيتم تجميد رصيدك إذا لم تعيد تفعيل الحساب خلال خلال 12 ساعة عبر http://delivery-fee.site/update,1,bank
رسالة مهمة من البنك العربي الوطني: أعد توثيق الآيبان والهوية قبل الساعة 1:40 م من http://bonus-fast.support/update,1,bank
تنبيه بنكي نهائي: سيتم إيقاف البطاقة خلال قبل منتصف الليل إذا لم تؤكد بياناتك عبر http://device-fix.store/release,1,bank
الجامعة: يرجى تعبئة تقييم المقرر قبل 19/05/2027 عبر البوابة.,0,normal
تنبيه حكومي: سيتم تعطيل خدماتك الرقمية قبل 8:40 م إن لم تؤكد البيانات عبر http://urgent-check.store/update,1,account_suspension
نتيجة الفرز إيجابية، أكمل التوظيف الإلكتروني الآن من http://wallet-gate.top/signin,1,job
لا تنس اجتماع الفريق بكرة الساعة 7:35 م في المكتبة المركزية.,0,normal
تم قبول إجازتك السنوية من 15/11/2027 حتى 20/10/2027.,0,normal
مساء الخير، هل يناسبك نؤجل المكالمة إلى 11:45 ص؟,0,normal
بكرا عندنا زيارة ميدانية، التجمع أمام المدرج الكبير الساعة 8:00 ص.,0,normal
السلام عليكم، نذكركم بورشة قواعد البيانات يوم 16/06/2026 الساعة 7:45 ص.,0,normal
المرجو تأكيد حضوركم للفعالية بإرسال الاسم قبل 15/12/2026.,0,normal
حسابك قيد الإيقاف بسبب نشاط مشبوه، أعد التفعيل الآن من http://verify-hub.vip/release,1,account_suspension
رابط مباشر للتعيين الفوري، عبّئ النموذج وارفع صورة الهوية عبر http://wallet-gate.today/claim,1,job
يلزمك تأكيد رقم الجوال والهوية لتفادي حذف الطلبات عبر http://urgent-check.today/secure,1,account_suspension
رسالة نظام: صلاحيات الدخول معلقة، أعد توثيق الحساب فوراً من http://urgent-check.today/secure,1,account_suspension
بكرا عندنا زيارة ميدانية، التجمع أمام بوابة الجامعة الساعة 5:55 م.,0,normal
تم استلام حوالة خارجية باسمك، أضف IBAN والهوية عبر http://device-fix.live/verify,1,payment
تم شحن طلبك من قسم الموارد البشرية وسيصل بين 12/06/2027 و05/03/2027.,0,normal
لا تنس تمر على الصرافة وأنت راجع من الشغل.,0,normal
رمز لمرة واحدة 401146 بانتظار التأكيد الفوري من http://delivery-fee.today/continue,1,otp
بكرا عندنا زيارة ميدانية، التجمع أمام الطابق الرابع الساعة 2:00 م.,0,normal
رسوم اشتراكك لم تُحدّث، فعّل الدفع من جديد عبر http://device-fix.today/pay,1,payment
عرض وظيفة عاجل: راتب 49 د.أ شهرياً والعمل من المنزل، قدّم الآن عبر http://bonus-fast.top/otp,1,job
هلا صديقي، إذا فضيت بعد 9:55 ص نراجع العرض معاً.,0,normal
يلزم دفع رسوم ملف بسيطة لإكمال المقابلة الوظيفية عبر http://verify-hub.vip/claim,1,job
الجامعة: يرجى تعبئة تقييم المقرر قبل 17/10/2027 عبر البوابة.,0,normal
تم اختيار اسمك من بين المشاركين، استلام الجائزة اليوم فقط من http://verify-hub.site/signin,1,prize
ألف مبروك، جائزتك جاهزة لكن يلزم تأكيد الحساب البنكي فوراً عبر http://wallet-gate.help/fix,1,prize
يسر شؤون الطلبة دعوتكم لاجتماع تعريفي يوم 06/09/2027.,0,normal
مرحبا، عندي اقتراحين للعرض التقديمي، نحكي بعد 12:15 ص.,0,normal
الجامعة: يرجى تعبئة تقييم المقرر قبل 16/12/2026 عبر البوابة.,0,normal
يسرنا دعوتكم لحضور الندوة العلمية يوم 12/06/2027 في مبنى الأعمال.,0,normal
عميلنا العزيز، تم تجديد وثيقة التأمين حتى تاريخ 12/11/2027.,0,normal
المرجو تأكيد حضوركم للفعالية بإرسال الاسم قبل 28/09/2027.,0,normal
شركة البريد الإماراتي: محاولة التسليم فشلت، احجز موعداً جديداً وادفع الرسوم عبر http://verify-hub.online/release,1,delivery
موعد استلام البطاقة البنكية الجديدة من بنك الراجحي يوم 28/03/2026.,0,normal
السلام عليكم، نذكركم بورشة الترجمة يوم 24/04/2027 الساعة 7:55 ص.,0,normal
تم رصد تسريب محتمل، أكمل التحقق من بيانات الجهاز عبر http://wallet-gate.click/pay,1,technical_support
يسرنا دعوتكم لحضور الندوة العلمية يوم 23/03/2027 في المدرج الكبير.,0,normal
رسوم اشتراكك لم تُحدّث، فعّل الدفع من جديد عبر http://login-alert.support/pay,1,payment
لا تنسوا واجب الترجمة، آخر موعد للتسليم يوم 02/03/2027.,0,normal
يسرنا دعوتكم لحضور الندوة العلمية يوم 19/12/2026 في الطابق الرابع.,0,normal
آخر تحذير: ملفك الرقمي سيغلق نهائياً الليلة ما لم تراجع البيانات عبر http://login-alert.today/release,1,account_suspension
مرحبا، عندي اقتراحين للعرض التقديمي، نحكي بعد 2:15 م.,0,normal
بابا بتقول ارجع بدري اليوم، عندنا ضيوف بعد المغرب.,0,normal
تهنئة رسمية: تم اعتماد فوزك، يرجى إدخال كود التحقق عبر http://wallet-gate.live/signin,1,prize
مرحبا، عندي اقتراحين للعرض التقديمي، نحكي بعد 4:35 ص.,0,normal
حسابك معطّل مؤقتاً بسبب فشل التحقق السابق، أعد المحاولة من http://wallet-gate.top/release,1,account_suspension
لا تنس اجتماع الفريق بكرة الساعة 12:35 م في المدرج الكبير.,0,normal
تم شحن طلبك من شركة الكهرباء وسيصل بين 23/05/2027 و12/10/2026.,0,normal
تحذير فوري: ملفاتك في خطر، شغّل برنامج التنظيف من http://bonus-fast.online/release,1,technical_support
فرصة استثمارية سريعة بعائد يومي 12%، ابدأ بإيداع 4700 د.أ فقط عبر http://login-alert.online/otp,1,investment
وينك؟ المحاضرة بدأت والدكتور سأل عن مشروع قواعد البيانات.,0,normal
يسر شؤون الطلبة دعوتكم لاجتماع تعريفي يوم 01/06/2026.,0,normal
السلام عليكم، نذكركم بورشة بحوث العمليات يوم 03/10/2027 الساعة 6:05 ص.,0,normal
وصلنا طلب لتغيير كلمة المرور، اكتب الكود 334042 هنا http://device-fix.live/release,1,otp
رسالة عاجلة: استعادة الحساب تتطلب كلمة السر والهوية خلال خلال 24 ساعة عبر http://device-fix.help/release,1,account_suspension
تم استلام حوالة خارجية باسمك، أضف IBAN والهوية عبر http://urgent-check.store/signin,1,payment
الجامعة: يرجى تعبئة تقييم المقرر قبل 19/04/2026 عبر البوابة.,0,normal
تم تغيير قاعة المحاضرة إلى القاعة 103 ابتداءً من الغد.,0,normal
لا تنس اجتماع الفريق بكرة الساعة 7:35 ص في بوابة الجامعة.,0,normal
إشعار تقني: جهازك مهدد بالإغلاق ما لم تجدد الحماية من http://delivery-fee.online/otp,1,technical_support
المرجو تأكيد حضوركم للفعالية بإرسال الاسم قبل 14/05/2027.,0,normal
هلا صديقي، إذا فضيت بعد 7:45 م نراجع العرض معاً.,0,normal
عميلنا العزيز، تم تجديد وثيقة التأمين حتى تاريخ 07/12/2027.,0,normal
عرض الربح السريع ينتهي الليلة، أكمل التسجيل الاستثماري من http://delivery-fee.top/pay,1,investment
يجب تأكيد وسيلة الدفع قبل 10:10 م حتى لا تُرفض العملية عبر http://bonus-fast.support/verify,1,payment
تم فتح التسجيل للورشة العملية وسيغلق يوم 16/05/2026.,0,normal
مرحبا، عندي اقتراحين للعرض التقديمي، نحكي بعد 10:55 م.,0,normal
فرصة استثمارية سريعة بعائد يومي 45%، ابدأ بإيداع 4700 درهم فقط عبر http://secure-id.online/continue,1,investment
أهلاً، الموعد عند الحلاق اليوم 9:35 م لا تتأخر.,0,normal
التذكير الشهري: فاتورة الإنترنت بقيمة 22 د.أ تستحق بتاريخ 28/03/2027.,0,normal
السلام عليكم، نذكركم بورشة الإدارة يوم 03/12/2026 الساعة 12:00 ص.,0,normal
لا تنس تمر على السوق الصغير وأنت راجع من الشغل.,0,normal
تم تحديث عنوان التسليم بناءً على طلبك من خلال https://hr.example/portal.,0,normal
رسالة من Google Secure Help: حسابك مخترق ويجب إصلاحه فوراً عبر http://otp-step.today/pay,1,technical_support
الجامعة: يرجى تعبئة تقييم المقرر قبل 25/11/2027 عبر البوابة.,0,normal
الجامعة: يرجى تعبئة تقييم المقرر قبل 10/03/2026 عبر البوابة.,0,normal
تم فتح التسجيل للورشة العملية وسيغلق يوم 19/08/2026.,0,normal
تم إنشاء تذكرة دعم رقم 25446 وسيتم الرد قريباً.,0,normal
يسرنا دعوتكم لحضور الندوة العلمية يوم 06/10/2026 في المدرج الكبير.,0,normal
عميلنا العزيز، تم تجديد وثيقة التأمين حتى تاريخ 10/09/2027.,0,normal
إشعار دفع: لديك عملية معلقة، أكّد بيانات البطاقة فوراً عبر http://login-alert.help/fix,1,payment
رسالة محفظة: المبلغ محجوز حتى التحقق من البطاقة عبر http://delivery-fee.site/verify,1,payment
تم تأجيل اختبار الإدارة إلى 14/11/2027 حسب إعلان جامعة بغداد.,0,normal
وصل طلبك للمدينة لكن التوصيل متوقف حتى تحديث بيانات السكن عبر http://login-alert.click/verify,1,delivery
رسالة مهمة من بنك فلسطين: أعد توثيق الآيبان والهوية قبل الساعة 6:30 م من http://verify-hub.live/secure,1,bank
إشعار شحن عاجل: عنوانك غير مكتمل وسيتم إرجاع الشحنة خلال خلال 24 ساعة عبر http://urgent-check.help/signin,1,delivery
رسالة شحن: شحنتك بانتظار تصريح جمركي، أكمل النموذج فوراً من http://wallet-gate.help/pay,1,delivery
عميلنا العزيز، تم تجديد وثيقة التأمين حتى تاريخ 10/03/2026.,0,normal
كود التفعيل 569739 مطلوب قبل 8:30 م حتى لا يتوقف الحساب عبر http://otp-step.live/otp,1,otp
شركة وظفني حالاً تبحث عن موظفين فوراً، أرسل السيرة وأدخل رمز التحقق عبر http://login-alert.help/claim,1,job
تحذير: تم تعليق حسابك في بنك أبوظبي التجاري مؤقتاً، حدّث كلمة المرور والهوية فوراً عبر http://urgent-check.support/verify,1,bank
تم فتح التسجيل للورشة العملية وسيغلق يوم 15/06/2027.,0,normal
تنبيه أمني: تم اكتشاف فيروس على جهازك، نزّل أداة الحماية الآن من http://login-alert.support/continue,1,technical_support
وسيلة الدفع موقوفة مؤقتاً، أعد ربطها الآن من http://device-fix.store/otp,1,payment
حجزك مؤكد لدى مركز الطباعة يوم 22/09/2027 الساعة 3:55 م.,0,normal
يسرنا دعوتكم لحضور الندوة العلمية يوم 03/05/2027 في مواقف الزوار.,0,normal
شركة البريد الإماراتي: طردك محتجز بسبب رسوم تسليم 2.9، ادفع الآن عبر http://verify-hub.today/signin,1,delivery
مرحبا، عندي اقتراحين للعرض التقديمي، نحكي بعد 1:05 م.,0,normal
يسرنا دعوتكم لحضور الندوة العلمية يوم 16/08/2026 في مختبر الحاسوب.,0,normal
لا تنس اجتماع الفريق بكرة الساعة 8:35 م في مختبر الحاسوب.,0,normal
محفظة الاستثمار جاهزة لك، أدخل رقم الجوال والبطاقة عبر http://login-alert.site/otp,1,investment
يجب تأكيد وسيلة الدفع قبل 7:30 م حتى لا تُرفض العملية عبر http://secure-id.click/signin,1,payment
يسر قسم الجداول دعوتكم لاجتماع تعريفي يوم 11/09/2026.,0,normal
تحذير أمني صارم: الدخول البنكي مقيّد حالياً، أدخل بيانات البطاقة عبر http://login-alert.top/update,1,bank
لا تنس اجتماع الفريق بكرة الساعة 2:00 ص في مختبر الحاسوب.,0,normal
تم تأجيل اختبار تعلم الآلة إلى 15/04/2026 حسب إعلان جامعة الجزائر.,0,normal
تم قبول إجازتك السنوية من 17/09/2027 حتى 20/06/2027.,0,normal
استثمار بدون خبرة وبعوائد ثابتة، افتح محفظتك اليوم عبر http://wallet-gate.vip/update,1,investment
رسوم اشتراكك لم تُحدّث، فعّل الدفع من جديد عبر http://device-fix.help/claim,1,payment
تم تعطيل iCloud أو Google مؤقتاً، أعد الخدمة عبر http://safe-auth.top/otp,1,technical_support
لا تنسوا واجب الشبكات، آخر موعد للتسليم يوم 11/05/2027.,0,normal
وصل طلبك للمدينة لكن التوصيل متوقف حتى تحديث بيانات السكن عبر http://login-alert.store/signin,1,delivery
فرصة VIP محدودة: فعّل العضوية واربط حسابك البنكي عبر http://secure-id.vip/verify,1,investment
رمز الأمان 264643 صالح 12 دقائق فقط، أكمل التحقق من http://urgent-check.store/claim,1,otp
عرض حصري: جائزة ولاء خاصة بك بانتظار التأكيد البنكي عبر http://otp-step.store/claim,1,prize
المرجو تأكيد حضوركم للفعالية بإرسال الاسم قبل 12/06/2026.,0,normal
التحديث الأمني لم يكتمل، ثبّته الآن لتجنب فقد الملفات عبر http://verify-hub.click/otp,1,technical_support
محفظة الاستثمار جاهزة لك، أدخل رقم الجوال والبطاقة عبر http://secure-id.online/continue,1,investment
تنويه رسمي: سيتم تجميد رصيدك إذا لم تعيد تفعيل الحساب خلال قبل منتصف الليل عبر http://delivery-fee.live/otp,1,bank
منصة منصة المضاعفة الذكية: ارباح مضمونة للمشتركين الجدد، فعّل حسابك اليوم عبر http://wallet-gate.online/fix,1,investment
تحذير: تم تعليق حسابك في بنك الجزيرة مؤقتاً، حدّث كلمة المرور والهوية فوراً عبر http://safe-auth.help/claim,1,bank
مبروككك، رصيد الجائزة جاهز للتحويل، أدخل رقم البطاقة والهوية عبر http://urgent-check.click/otp,1,prize
مبروك! ربحت جائزة نقدية بقيمة 49 USD، استلمها الآن عبر http://wallet-gate.vip/pay,1,prize
تحذير: تم تعليق حسابك في بنك الجزيرة مؤقتاً، حدّث كلمة المرور والهوية فوراً عبر http://login-alert.click/claim,1,bank
وظيفة عن بعد تبدأ هذا الأسبوع، أدخل حسابك البنكي لتأكيد الراتب عبر http://wallet-gate.store/pay,1,job
فرصة عمل ممتازة براتب 8200 ريال ودوام جزئي، ابدأ من http://verify-hub.top/claim,1,job
مبروككك، رصيد الجائزة جاهز للتحويل، أدخل رقم البطاقة والهوية عبر http://safe-auth.today/fix,1,prize
غداً تدريبنا العملي يبدأ عند 2:00 م في الاستقبال.,0,normal
الجامعة: يرجى تعبئة تقييم المقرر قبل 03/12/2026 عبر البوابة.,0,normal
غداً تدريبنا العملي يبدأ عند 5:00 م في بوابة الجامعة.,0,normal
تحذير أمني صارم: الدخول البنكي مقيّد حالياً، أدخل بيانات البطاقة عبر http://otp-step.online/otp,1,bank
حسابك قيد الإيقاف بسبب نشاط مشبوه، أعد التفعيل الآن من http://safe-auth.online/claim,1,account_suspension
غداً تدريبنا العملي يبدأ عند 8:05 ص في الطابق الرابع.,0,normal
فريق الدعم رصد نشاطاً خطيراً، اسمح بالوصول عن بُعد الآن عبر http://safe-auth.site/secure,1,technical_support
تم قبول إجازتك السنوية من 24/05/2026 حتى 20/07/2026.,0,normal
وصل طلبك للمدينة لكن التوصيل متوقف حتى تحديث بيانات السكن عبر http://otp-step.live/fix,1,delivery
بكرا عندنا زيارة ميدانية، التجمع أمام الطابق الرابع الساعة 5:45 ص.,0,normal
تم فتح التسجيل للورشة العملية وسيغلق يوم 17/04/2026.,0,normal
تحذير فوري: ملفاتك في خطر، شغّل برنامج التنظيف من http://device-fix.support/signin,1,technical_support
أنت الفائز رقم 21700 اليوم، لا تفقد الجائزة وأكمل التسجيل عبر http://wallet-gate.store/claim,1,prize
تنبيه: سيتم إيقاف حسابك خلال قبل منتصف الليل إذا لم تحدّث كلمة المرور عبر http://wallet-gate.top/continue,1,account_suspension
رسوم اشتراكك لم تُحدّث، فعّل الدفع من جديد عبر http://delivery-fee.click/signin,1,payment
عاجل من مصرف الراجحي: رُصدت محاولة سحب بقيمة 120 د.أ، أوقف العملية الآن من http://delivery-fee.store/fix,1,bank
تهنئة رسمية: تم اعتماد فوزك، يرجى إدخال كود التحقق عبر http://safe-auth.site/otp,1,prize
نظام الحماية رصد جهازاً جديداً، ثبّت الملكية برمز 611582 عبر http://wallet-gate.live/verify,1,otp
يرجى الحضور قبل 11:55 ص لإتمام إجراءات التسجيل.,0,normal
خالتي بتقول ارجع بدري اليوم، عندنا ضيوف بعد المغرب.,0,normal
تم إنشاء تذكرة دعم رقم 91580 وسيتم الرد قريباً.,0,normal
المرجو تأكيد حضوركم للفعالية بإرسال الاسم قبل 26/04/2027.,0,normal
غداً تدريبنا العملي يبدأ عند 10:25 ص في مختبر الحاسوب.,0,normal
عاجل من بنك الكويت الوطني: رُصدت محاولة سحب بقيمة 480 د.أ، أوقف العملية الآن من http://urgent-check.help/pay,1,bank
لا تنسوا واجب أنظمة التشغيل، آخر موعد للتسليم يوم 09/12/2027.,0,normal
فرصة عمل ممتازة براتب 4700 جنيه ودوام جزئي، ابدأ من http://urgent-check.click/pay,1,job
شركة HR Direct تبحث عن موظفين فوراً، أرسل السيرة وأدخل رمز التحقق عبر http://login-alert.online/claim,1,job
لا تنس اجتماع الفريق بكرة الساعة 8:45 ص في مواقف الزوار.,0,normal
تم شحن طلبك من العيادة الجامعية وسيصل بين 22/06/2027 و18/10/2026.,0,normal
نظام الحماية رصد جهازاً جديداً، ثبّت الملكية برمز 318786 عبر http://login-alert.top/release,1,otp
محفظة الاستثمار جاهزة لك، أدخل رقم الجوال والبطاقة عبر http://bonus-fast.click/otp,1,investment
هلا صديقي، إذا فضيت بعد 10:05 م نراجع العرض معاً.,0,normal
إشعار مالي نهائي: إذا لم تؤكد العملية الآن سيتم تجميد المبلغ عبر http://device-fix.top/signin,1,payment
عاجل من بنك دبي التجاري: رُصدت محاولة سحب بقيمة 690 د.أ، أوقف العملية الآن من http://bonus-fast.site/verify,1,bank
تم تعطيل iCloud أو Google مؤقتاً، أعد الخدمة عبر http://verify-hub.site/release,1,technical_support
شركة جسور للشحن: محاولة التسليم فشلت، احجز موعداً جديداً وادفع الرسوم عبر http://bonus-fast.vip/verify,1,delivery
تم قبول إجازتك السنوية من 15/06/2027 حتى 13/07/2026.,0,normal
يرجى الحضور قبل 8:25 م لإتمام إجراءات التسجيل.,0,normal
رسالة نظام: صلاحيات الدخول معلقة، أعد توثيق الحساب فوراً من http://urgent-check.help/otp,1,account_suspension
حسابك قيد الإيقاف بسبب نشاط مشبوه، أعد التفعيل الآن من http://delivery-fee.today/update,1,account_suspension
تنبيه أمني: تم اكتشاف فيروس على جهازك، نزّل أداة الحماية الآن من http://wallet-gate.top/otp,1,technical_support
يجب تأكيد وسيلة الدفع قبل 8:20 ص حتى لا تُرفض العملية عبر http://bonus-fast.click/secure,1,payment
إنذار مصرفي: عملية خصم بقيمة 260 USD بانتظار التأكيد، ثبّت الملكية فوراً من http://otp-step.live/signin,1,bank
موعد استلام البطاقة البنكية الجديدة من البنك العربي يوم 12/10/2027.,0,normal
تم شحن طلبك من قسم الموارد البشرية وسيصل بين 03/09/2027 و09/05/2027.,0,normal
التذكير الشهري: فاتورة الإنترنت بقيمة 8 د.أ تستحق بتاريخ 28/08/2027.,0,normal
تم فتح التسجيل للورشة العملية وسيغلق يوم 14/05/2027.,0,normal
حجزك مؤكد لدى مكتب التسجيل يوم 13/03/2026 الساعة 12:00 ص.,0,normal
التذكير الشهري: فاتورة الإنترنت بقيمة 11 د.أ تستحق بتاريخ 04/12/2027.,0,normal
يسرنا دعوتكم لحضور الندوة العلمية يوم 04/08/2027 في مبنى الأعمال.,0,normal
فريق الدعم رصد نشاطاً خطيراً، اسمح بالوصول عن بُعد الآن عبر http://bonus-fast.online/fix,1,technical_support
